id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
11936,"Cartier Panthère
VLC Stahl / 18 k Gold kleines Modell","$3,344",Cartier,Panthère,1057920,Quartz,Gold/Steel,Gold/Steel,Unknown,Very good,Women's watch,24 mm,
23182,,"$8,463",Rolex,Oyster Perpetual 39,114300,,,,Unknown,,,39 mm,Very good
39580,"Omega Seamaster Diver 300 M
Blue Dial Co-Axial Master Chronometer Chronograph 44mm - 2022","$6,995",Omega,Seamaster Diver 300 M,210.30.44.51.03.001,,,,2022,Unworn,Men's watch/Unisex,44 mm,
2878,"Zenith
Chronomaster Open Automatic 39.5 Mm","$9,776",Zenith,,03.3300.3604/69.C823,,,,2023,New,Men's watch/Unisex,,
22491,,"$10,545",Rolex,Datejust 31,278240,,,,2020,,,31 mm,Very good
17517,"Breitling Bentley Motors
Bronze Dial Steel Mens Watch A25362","$4,940",Breitling,Bentley Motors,A25362,Automatic,Steel,Steel,2005,Very good,Men's watch/Unisex,49 mm,
22325,"Omega Seamaster
Cosmic FULLY SERVICED WITH PAPER WARRANTY","$1,710",Omega,Seamaster,136.017,,,,1963,Very good,Men's watch/Unisex,35 mm,
1701,"IWC Pilot Chronograph
Auth IWC Pilot's Watch Chronograph Petite Prince IW377714 5705517 Dark Green","$4,618",IWC,Pilot Chronograph,IW377714,Automatic,,,Unknown,Good,Men's watch/Unisex,53 x 43 mm,
1084,"Breitling Avenger Seawolf
Automatic 45 Seawolf","$4,313",Breitling,Avenger Seawolf,A17319101I1X1,Automatic,Steel,Leather,2022,Very good,Men's watch/Unisex,45 mm,
54361,,"$43,665",Rolex,Submariner Date,116619LB,,,,2012,,,40 mm,Very good
3558,"TAG Heuer Aquaracer 500M
men's watch WAK2180.FT6027","$2,538",TAG Heuer,Aquaracer 500M,WAK2180.FT6027,,,,Unknown,New,Men's watch/Unisex,41 mm,
23265,,"$14,200",Rolex,Datejust 41,126334,,,,2022 (Approximation),,,41 mm,Very good
4116,"Longines Heritage
L28284732 - Heritage Classic Automatic Blue Dial Men's Watch","$3,242",Longines,Heritage,L28284732,Automatic,Steel,Leather,Unknown,New,Men's watch/Unisex,38.50 mm,
34409,"Omega Seamaster Planet Ocean
2900.51 AUTOMATIC CO-AXIAL MOVEMENT DIVER WATCH","$4,495",Omega,Seamaster Planet Ocean,"2900.51.82,",Automatic,Steel,Rubber,2000 (Approximation),Good,,45.5 mm,
2305,"Hublot Big Bang
One Click King Gold White Full",Price on request,Hublot,Big Bang,465.OE.9010.RW.1604,Automatic,Rose gold,Rubber,2023,New,Women's watch,39 mm,
2687,"Zenith El Primero Chronograph
Vintage A385 B Chronograph El Primero GF Ladder Bracelet UNPOLISHED",Price on request,Zenith,El Primero Chronograph,A385,,,,1970 (Approximation),Very good,Men's watch/Unisex,37 mm,
7138,"Hublot Classic Fusion Racing Grey
CHRONOGRAPH TITANIUM 45 mm","$11,271",Hublot,Classic Fusion Racing Grey,521.NX.7071.LR,,,,2023,New,Men's watch/Unisex,45 mm,
5976,"Patek Philippe Aquanaut
5164R-001 Travel Time 18k Roségold NEW FULL SET","$136,813",Patek Philippe,Aquanaut,,,,,2022,Unworn,Men's watch/Unisex,40.8 mm,
7586,"Seiko
Men's SGEH89P1 Discover More Blue Dial Watch",$201,Seiko,,SGEH89P1,,,,2022,New,Men's watch/Unisex,40.6 mm,
7528,"Audemars Piguet Royal Oak Chronograph
26300ST.OO.1110ST.06",Price on request,Audemars Piguet,Royal Oak Chronograph,26300ST.OO.1110ST.06,Automatic,Steel,Steel,2006 (Approximation),Unworn,Men's watch/Unisex,39 mm,
58559,,"$14,274",Rolex,Submariner Date,116610LN,,,,Unknown,,,40 mm,Very good
1728,"Panerai Luminor Submersible
PAM02973","$9,702",Panerai,Luminor Submersible,PAM 02973,,,,2023,Unworn,Men's watch/Unisex,40 mm,
65324,,"$9,559",Rolex,Submariner Date,16610,,,,Unknown,,,40 mm,Very good
8634,"Hublot Big Bang Unico
42mm","$14,773",Hublot,Big Bang Unico,441.NX.1171.RX,,,,2023,New,Men's watch/Unisex,42 mm,
568,"Breitling Aviator 8
Chronograph 43 Curtiss Warhawk A133161A1L1A1","$5,728",Breitling,Aviator 8,A133161A1L1A1,,,,2023,New,Men's watch/Unisex,43 mm,
52495,,"$13,150",Rolex,Submariner Date,116613LN,,Gold/Steel,Gold/Steel,Unknown,,,40 x 48 mm,Very good
14771,,"$21,673",Rolex,Daytona,116523NG,,,,2002,,,,Very good
24032,"Omega Seamaster Diver 300 M
007 Limited 40th anniversary Seamaster Diver 300 M","$6,157",Omega,Seamaster Diver 300 M,25378000,,,,Unknown,Good,Men's watch/Unisex,41 mm,
35968,"Omega Constellation Petite Seconde
Co-Axial Master Chronometer Small seconds Stainless steel & Sedna Gold & Diamonds Lady’s Watch","$15,618",Omega,Constellation Petite Seconde,131.25.34.20.55.001,,,,Unknown,New,Men's watch/Unisex,,
23065,"Omega Constellation
“Pie Pan” with Onyx inlay","$3,278",Omega,Constellation,168.010,,,,1960 (Approximation),Very good,,35 mm,
8630,"Tudor Black Bay Fifty-Eight
M79030N-0001","$3,600",Tudor,Black Bay Fifty-Eight,M79030N-0001,,,,2019,Good,Men's watch/Unisex,39 mm,
523,"Hublot Spirit of Big Bang
King Gold Pavé 39mm",Price on request,Hublot,Spirit of Big Bang,665.OX.1180.LR.1604,Automatic,Rose gold,Crocodile skin,2023,Unworn,Women's watch,39 mm,
29994,,"$15,788",Rolex,GMT-Master II,116710LN,,Steel,Steel,2009,,,40 mm,Very good
8946,"Audemars Piguet Royal Oak Selfwinding
15400ST.OO.1220ST.04 Pre-Owned","$39,950",Audemars Piguet,Royal Oak Selfwinding,15400ST.OO.1220ST.04,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,41 mm,
32577,"Omega Speedmaster Professional Moonwatch
Ref. 310.30.42.50.01.001/31030425001001","$6,237",Omega,Speedmaster Professional Moonwatch,310.30.42.50.01.001/31030425001001,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,42 mm,
5457,"IWC Da Vinci Chronograph
IW393402","$5,509",IWC,Da Vinci Chronograph,IW393402,,,,2017,Very good,Men's watch/Unisex,42 mm,
5376,"Patek Philippe
(2023 Full Set) Aquanaut Luce Annual Calendar Rose Gold Blue Gray","$270,124",Patek Philippe,,5261R-001,,,,2023,New,,,
60942,,"$12,850",Rolex,Datejust II,116334,,Steel,Steel,2010 (Approximation),,,41 mm,Very good
9927,"Audemars Piguet Jules Audemars
Dual Time 18K Rose Gold Men's Watch","$20,790",Audemars Piguet,Jules Audemars,26380OR.OO.D088CR.01,Automatic,,,Unknown,Very good,Men's watch/Unisex,41 mm,
15792,,"$8,790",Rolex,Explorer,214270,,,,2020 (Approximation),,,39 mm,Very good
9336,"Patek Philippe World Time
175th Anniversary World Time White Gold 5575G-001","$144,000",Patek Philippe,World Time,5575G-001,,,,Unknown,Unworn,Men's watch/Unisex,39.8 mm,
47320,,"$22,700",Rolex,GMT-Master II,126720VTNR,,Steel,Steel,2023,,,40 mm,New
69917,,"$14,458",Rolex,Sea-Dweller Deepsea,116660,,,,2011,,,44 mm,Good
30349,,"$9,536",Rolex,Datejust 36,1601,,,,1973,,,36 mm,Very good
9000,"Longines Symphonette
L2.305.4.71.6","$1,547",Longines,Symphonette,L2.305.4.71.6,Quartz,Steel,Steel,2023,New,Women's watch,29.5 mm,
4272,"Seiko Lukia
(セイコー) Seiko Lukia SSVW184 Solar Radio Correction Watch",$529,Seiko,Lukia,,,,,Unknown,New,,,
17756,"Breitling Transocean Chronograph Unitime
46 $11K MSRP Black Dial Box Leather World Time","$5,795",Breitling,Transocean Chronograph Unitime,AB0510U4/BB62,,,,Unknown,Good,Men's watch/Unisex,46 mm,
4148,"Jaeger-LeCoultre
ジャガールクルト JAEGAER マスター コントロール ビッグマスター 140.1.89 K18YG無垢 バー アラビア 生産終了 メンズ 腕時計自動巻き シルバー","$7,322",Jaeger-LeCoultre,,140.1.89,,,,Unknown,Good,Men's watch/Unisex,37 mm,
4478,"Cartier Tank Vermeil
LM MUST DE TANK REF.590005 USA Limited Edition","$2,955",Cartier,Tank Vermeil,590005,Quartz,,,1990 (Approximation),,,23.5 x 31 mm,
21902,"Omega Seamaster
Automatic Seamaster COSMIC 2000","$1,112",Omega,Seamaster,,,,,1970 (Approximation),Good,Men's watch/Unisex,38 x 43.5 mm,
9773,"Longines HydroConquest
L3.841.4.56.6","$1,481",Longines,HydroConquest,L3.841.4.56.6,,,,Unknown,New,Men's watch/Unisex,44 mm,
7407,"Longines
L34010876 - HydroConquest Quartz Mother of pearl Dial Stainless Steel Ladies Watch","$2,293",Longines,,L34010876,,,,Unknown,New,Women's watch,36 mm,
39254,,"$6,100",Rolex,Oyster Perpetual 34,14203M,,Gold/Steel,Gold/Steel,2002,,,34 mm,Very good
11703,"Seiko
SWCW007",Price on request,Seiko,,,,,,Unknown,New,Women's watch,,
5500,"Longines Heritage
L4.827.4.92.2","$2,407",Longines,Heritage,L4.827.4.92.2,,,,2023,Unworn,Men's watch/Unisex,,
7385,"Panerai
Luminor Luna Rossa Regatta 47mm COMPLETE SET ref: PAM01038","$17,000",Panerai,,PAM 01038,,,,2022,New,Men's watch/Unisex,47 mm,
1344,"Hublot Big Bang Unico
411.EX.5113.LR.SPO18","$20,432",Hublot,Big Bang Unico,411.EX.5113.LR.SPO18,Automatic,Ceramic,Crocodile skin,2020,New,Men's watch/Unisex,45 mm,
4156,"Patek Philippe Calatrava
5227J-001 Gold Calatrava","$36,260",Patek Philippe,Calatrava,5227J-001,,,,2016 (Approximation),Very good,Men's watch/Unisex,39 mm,
47528,,"$58,000",Rolex,Day-Date 40,228235,,,,2023 (Approximation),,,40 mm,Unworn
46450,,"$18,900",Rolex,GMT-Master II,126710BLNR,,,,2022,,,40 mm,Very good
8324,"Breitling Chronomat
Blue Impulse","$2,034",Breitling,Chronomat,A13048,Automatic,Steel,Steel,Unknown,Good,Men's watch/Unisex,40 mm,
7532,"Patek Philippe Aquanaut
パテック・フィリップ アクアノート クロノグラフ5968A-001","$253,148",Patek Philippe,Aquanaut,5968A-001,Automatic,Steel,,Unknown,Unworn,Men's watch/Unisex,42.2 mm,
5191,"Tudor Black Bay
Harrods special ediction","$5,349",Tudor,Black Bay,79230G,,,,2021,Very good,Men's watch/Unisex,41 mm,
9991,"Longines DolceVita
L5.757.4.73.9","$1,742",Longines,DolceVita,L5.757.4.73.9,Automatic,Steel,Crocodile skin,2023,New,Men's watch/Unisex,27.7 x 43.8 mm,
619,"Patek Philippe Nautilus
5711 NOS","$119,141",Patek Philippe,Nautilus,5711/1A-010,,,,2015,Unworn,Men's watch/Unisex,40 x 38 mm,
39417,"Omega Constellation Quadra
Chronograph Rose Gold/Diamond","$5,500",Omega,Constellation Quadra,113.57.28.70.63.001,,,,Unknown,Very good,Women's watch,34 x 28 mm,
4612,"Seiko Brightz
(セイコー) SAGA169",Price on request,Seiko,,SAGA169,,,,Unknown,New,,,
42750,,"$48,844",Rolex,Day-Date 40,228238,,Yellow gold,Yellow gold,Unknown,,,40 mm,Unworn
34510,,"$14,995",Rolex,Datejust II,,,Steel,Gold/Steel,Unknown,,,41 mm,Very good
47039,,"$45,000",Rolex,Oyster Perpetual 41,124300,,,,2022,,,41 mm,Unworn
9636,"Cartier
WF3027FA パンテールSM フィガロEM/ONX/DIA K18YG ダイヤ クォーツ レディース メーカーOH済み 757004 中古","$25,445",Cartier,,,,,,Unknown,Fair,Women's watch,22 mm,
5589,"Cartier
Declaration 18k/titan/diamond Ref.2611","$5,164",Cartier,,2611,,,,Unknown,Good,Women's watch,16 mm,
65351,,"$14,259",Rolex,Sea-Dweller Deepsea,116660,,,,Unknown,,,44 mm,Very good
11926,"Patek Philippe Nautilus
Self-Winding 7118/1200A-001 Blue Dial",Price on request,Patek Philippe,Nautilus,7118/1200A-001,,,,Unknown,New,Women's watch,35.2 mm,
14489,"Longines DolceVita
Quartz 23mm L5.512.4.16.6 L55124166","$1,030",Longines,DolceVita,,Quartz,Steel,Steel,2023,New,Women's watch,23 mm,
7772,"Tudor Pelagos
2022 Fully Stickered","$4,896",Tudor,Pelagos,25407N,,,,2022,New,Men's watch/Unisex,39 mm,
5575,"Panerai Luminor Marina Automatic
PAM00091 Men's Watch in Titanium","$5,950",Panerai,Luminor Marina Automatic,PAM00091,Automatic,Titanium,Titanium,2002,Very good,Men's watch/Unisex,44 mm,
38523,,"$11,993",Rolex,Explorer II,226570,,,,Unknown,,,42 mm,Very good
10315,,"$12,860",Rolex,Milgauss,116400GV,,,,2020,,,40 mm,Very good
11939,,"$13,531",Rolex,Datejust 36,116231,,,,2007,,,36 mm,Very good
6049,"TAG Heuer Aquaracer 300M
Box and Papers Boite et Papiers Fullset","$2,404",TAG Heuer,Aquaracer 300M,WAY2010.BA0927,Automatic,Steel,Steel,2022,Unworn,Men's watch/Unisex,43 mm,
2647,"Hublot Classic Fusion
King Gold Bracelet 38 mm","$35,195",Hublot,Classic Fusion,568.OX.1180.OX,,,,Unknown,New,Men's watch/Unisex,38 mm,
48865,,"$42,977",Rolex,Daytona,116515ln,,Rose gold,Rubber,2022,,,40 mm,New
62029,,"$56,493",Rolex,GMT-Master II,116718LN,,Yellow gold,Yellow gold,2013,,,40 mm,Very good
5458,"Tudor Oysterdate Big Block
79180","$11,272",Tudor,Oysterdate Big Block,79180,,,,1992,Very good,Men's watch/Unisex,40 x 44 mm,
1221,"Breitling Navitimer 8
Chronograph","$5,069",Breitling,Navitimer 8,A13314101B1X1,Automatic,Steel,Leather,2021 (Approximation),New,Men's watch/Unisex,43 mm,
1457,"Oris Divers
01 733 7771 3157-07 3 19 03BRS - Divers Automatic Green Dial Bronze Ladies Watch","$1,627",Oris,Divers,01 733 7771 3157-07 3 19 03BRS,Automatic,Bronze,Textile,Unknown,New,Women's watch,38 mm,
22819,,"$8,746",Rolex,Datejust 36,16233,,,,1996,,,36 mm,Very good
26808,"Omega Speedmaster Professional Moonwatch
Albino Professional Moonwatch","$28,389",Omega,Speedmaster Professional Moonwatch,3593.20.00,,,,1997,Very good,Men's watch/Unisex,42 mm,
8434,"TAG Heuer Grand Carrera
RS2","$5,946",TAG Heuer,Grand Carrera,CAV518B,,,,2018,Very good,Men's watch/Unisex,43 mm,
5045,"IWC Pilot Chronograph Top Gun
Keramik Automatik Ref. IW3329801","$11,488",IWC,Pilot Chronograph Top Gun,,Automatic,Ceramic,Textile,2022,Very good,,43 mm,
10143,"Omega Seamaster Aqua Terra
150M Co-Axial Master Chronometer 34 mm","$13,077",Omega,Seamaster Aqua Terra,220.20.34.20.53.001,,,,Unknown,New,Women's watch,34 mm,
642,"IWC Portuguese Perpetual Calendar
502103","$23,458",IWC,Portuguese Perpetual Calendar,502103,Automatic,Rose gold,Crocodile skin,2003,Good,,44 mm,
10030,"Cartier Tank
Lingot","$16,151",Cartier,Tank,,,,,1990 (Approximation),Very good,,15 mm,
7197,"Seiko Astron GPS Solar
Powered SBXB083 8X53-0AP0-2 Limited to 1500 [Purchased in 2019]","$1,358",Seiko,Astron GPS Solar,,,,,Unknown,Good,Men's watch/Unisex,45 mm,
25987,"Omega Seamaster Diver 300 M
212.30.42.50.03.001 シーマスター プロフェッショナル 300M コーアクシャル 自動巻き メンズ 美品 保証書付き_749163 中古","$3,475",Omega,Seamaster Diver 300 M,212.30.42.50.03.001,Automatic,Steel,Steel,Unknown,Good,Men's watch/Unisex,42 mm,
1998,"Longines Présence
White Automatic Presence Stainless","$1,554",Longines,Présence,L4.921.4.11.6,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,38.5 mm,
8478,"Cartier Tank Vermeil
5057001",$891,Cartier,Tank Vermeil,5057001,,,,1990,Poor,Women's watch,20 x 28 mm,
290,"Zenith Pilot Type 20 GMT
Rolling Stones Limited Edition","$5,164",Zenith,Pilot Type 20 GMT,,,,,Unknown,Unworn,Men's watch/Unisex,48 mm,
12062,"Longines
anni 60","$4,585",Longines,,,,,,1960 (Approximation),Unworn,Women's watch,10 mm,
2786,"IWC Portuguese
Portugieser Yacht Club Moon Tide",Price on request,IWC,Portuguese,IW344001,,,,2022 (Approximation),Unworn,Men's watch/Unisex,44.6 mm,
14218,"Seiko
Skx009",$610,Seiko,,,,,,2021,Very good,Men's watch/Unisex,,
9232,"Hublot
Ref. 0800","$8,590",Hublot,,,,,,2000 (Approximation),Very good,Women's watch,41 mm,
6733,"Audemars Piguet Royal Oak Offshore Chronograph
25721ST The Beast - Extract from the Archives Very fresh","$35,233",Audemars Piguet,Royal Oak Offshore Chronograph,25721ST.OO.1000ST.01,,,,2002,Very good,Men's watch/Unisex,42 mm,
11932,"Omega Speedmaster Professional Moonwatch
Ref. 145.022-69 Vintage hand winding chronograph watch Cal. 861","$7,684",Omega,Speedmaster Professional Moonwatch,145.022-69 ST,Manual winding,Steel,Leather,1970,Good,Men's watch/Unisex,41.5 x 43 mm,
3515,"Cartier Roadster
2675","$2,538",Cartier,Roadster,2675,Quartz,Steel,Steel,Unknown,Very good,Women's watch,31 x 37 mm,
657,"Cartier Tank
Must","$1,904",Cartier,Tank,,,,,1980 (Approximation),Good,Women's watch,21mm mm,
39422,,"$10,750",Rolex,Submariner (No Date),14060M,,Steel,Steel,2010 (Approximation),,,40 mm,Very good
6735,"A. Lange & Söhne Grand Lange 1
139.032","$39,396",A. Lange & Söhne,Grand Lange 1,139.032,,,,2016,Good,Men's watch/Unisex,41 mm,
860,"Seiko Presage
SRPC99J1 Cocktail Time Champagne Golden Leather Automatic Limited Japan Made",$487,Seiko,Presage,SRPC99J1,,,,Unknown,New,,40.5 mm,
30301,,"$26,859",Rolex,Datejust 31,178245,,Rose gold,Rose gold,2009,,,31 mm,Unworn
28529,"Omega
コンステレーション K18YG クォーツ レディース 良品 751148 中古","$4,104",Omega,,,,,,Unknown,Good,Women's watch,22 mm,
5887,"Breitling Chronomat
AB011511/BF70 AB0115 30/06/2017 7255U","$5,980",Breitling,Chronomat,AB011511/BF70,,,,2017,Very good,Men's watch/Unisex,44 mm,
14947,"Cartier Pasha
2379 Pasha Da Grille Pre Owned Watch Only","$5,150",Cartier,Pasha,2379,Automatic,Steel,Steel,Unknown,Good,Men's watch/Unisex,38 mm,
18323,"Seiko Presage
SRP839 34mm Pink Dial Stainless Steel Automatic Women's Watch",$400,Seiko,Presage,,Automatic,Steel,Steel,Unknown,New,Women's watch,34 mm,
2242,"TAG Heuer Carrera
WBN2010.BA0640 - Carrera Automatic Black Dial Stainless Steel Men's Watch","$2,413",TAG Heuer,Carrera,WBN2010.BA0640,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,41 mm,
7359,"Longines Evidenza
Automatic Blue Dial Stainless","$2,178",Longines,Evidenza,L2.142.4.96.2,,,,2023,Unworn,Women's watch,26 x 30.6 mm,
5620,"Patek Philippe Nautilus
5712G-001",Price on request,Patek Philippe,Nautilus,5712G-001,,,,2020,New,Men's watch/Unisex,40 x 38 mm,
6762,"Patek Philippe Nautilus
5711/111P Platinum Blue Sapphire","$705,000",Patek Philippe,Nautilus,5711/111P-001,,,,2021,Very good,Men's watch/Unisex,,
26699,"Omega Seamaster Diver 300 M
42mm 210.30.42.20.03.001","$5,150",Omega,Seamaster Diver 300 M,210.30.42.20.03.001,Automatic,Steel,Steel,2020,Unworn,Men's watch/Unisex,42 mm,
4851,"TAG Heuer Connected
Smartwatch 45 mm","$2,484",TAG Heuer,Connected,SBR8A10.BA0616,,,,Unknown,New,Men's watch/Unisex,45 mm,
11321,"Patek Philippe Nautilus
Ladies Nautilus Stainless Steel 7118/1A-010 NEW 2022","$69,500",Patek Philippe,Nautilus,7118/1A-010,Automatic,Steel,Steel,2022,New,Women's watch,35 mm,
24711,"Omega Seamaster
シーマスター ヴィンテージ Cal.560 自動巻き メンズ 746990 中古",$528,Omega,Seamaster,,,,,Unknown,Fair,Men's watch/Unisex,34 mm,
4481,"Seiko King
SJE087J1 - King Seiko Automatic Silver-tone Dial Stainless Steel Men's Watch","$2,866",Seiko,King,SJE087J1,Automatic,Steel,Leather,Unknown,Unworn,Men's watch/Unisex,38.1 mm,
1737,"Panerai Radiomir 1940 3 Days
PAM 00575","$17,074",Panerai,Radiomir 1940 3 Days,PAM 00575,,,,2023,Unworn,Men's watch/Unisex,42 mm,
15598,"Seiko 5 Sports
Street Fighter V 5 Sports Limited Edition Blanka",$414,Seiko,5 Sports,SRPF23K1,Automatic,Steel,,Unknown,New,,42.5 x 46 mm,
12969,"Audemars Piguet Royal Oak
41MM Grey Dial 15500ST","$37,745",Audemars Piguet,Royal Oak,15500ST.OO.1220ST.02,,,,2020,Very good,Men's watch/Unisex,41 mm,
60570,,"$10,387",Rolex,Datejust 36,126234,,,,Unknown,,,36 mm,Very good
19682,,"$14,839",Rolex,Sea-Dweller,126600,,Steel,Steel,2017,,,43 mm,Good
3687,"Tudor Pelagos
39 25407N 2023","$4,287",Tudor,Pelagos,M25407N-0001,,,,2023,New,Men's watch/Unisex,39 mm,
12175,"Longines Conquest Classic
Automatico Ref. L27994563 Black Dial Black Leather Strap","$2,046",Longines,Conquest Classic,L2.799.4.56.3,,,,Unknown,New,Men's watch/Unisex,42 mm,
36276,"Omega Speedmaster Professional Moonwatch
Dark Side of the Moon Co-Axial Chronograph 311.92.44.51.01.003","$8,800",Omega,Speedmaster Professional Moonwatch,311.92.44.51.01.003,Automatic,Ceramic,Textile,Unknown,Very good,,44.2 mm,
29603,,"$17,147",Rolex,Datejust 41,126303,,Gold/Steel,Gold/Steel,2023,,,41 mm,Unworn
19089,"Seiko Prospex
SRPD15K1",$650,Seiko,Prospex,,,,,Unknown,Very good,Men's watch/Unisex,,
71390,,"$15,443",Rolex,Datejust 31,278271,,Gold/Steel,Gold/Steel,2023,,,31 mm,New
1921,"Omega Speedmaster Racing
326.30.40.50.01.002","$5,253",Omega,Speedmaster Racing,326.30.40.50.01.002,Automatic,Steel,Steel,2007,Very good,Men's watch/Unisex,40 mm,
54916,,"$4,395",Rolex,Datejust,,,Steel,Steel,Unknown,,,36 mm,Good
2267,"Panerai Luminor Marina
Specchio Blu 44mm Ref. PAM01316 Full Set - 02.2023","$9,171",Panerai,Luminor Marina,PAM 01316,,,,2023,New,Men's watch/Unisex,44 x 40 mm,
71914,,"$32,850",Rolex,Daytona,116500LN,,Steel,Steel,2023,,,40 mm,Unworn
273,"Longines DolceVita
x yvy l5.512.4.71.b","$1,662",Longines,DolceVita,L5.512.4.71.B,Quartz,Steel,Calf skin,2023,New,Women's watch,23.3 x 37 mm,
6885,,"$13,542",Rolex,Datejust 31,278274,,Steel,Steel,2023,,,31 mm,Unworn
7669,"TAG Heuer Formula 1 Calibre 16
CAZ2010-0","$1,610",TAG Heuer,Formula 1 Calibre 16,CAZ2010-0,,,,2016 (Approximation),Good,Men's watch/Unisex,44 mm,
45320,,"$32,499",Rolex,Day-Date 36,118235,,,,2007,,,36 mm,Very good
3950,"Longines DolceVita
L55124936 - DolceVita Stainless Steel Quartz Blue Dial Ladies Watch","$1,550",Longines,DolceVita,L55124936,Quartz,Steel,Steel,Unknown,New,Women's watch,,
7133,"A. Lange & Söhne 1815
Up And Down Usa Limited To 50 (1815 アップ アンド ダウン アメリカ限定50本)","$36,351",A. Lange & Söhne,1815,,Manual winding,White gold,,Unknown,Very good,Men's watch/Unisex,37 mm,
720,"TAG Heuer
S/el S35.006 Chronograph White dial Quartz Men's Watch",$549,TAG Heuer,,S35.006,,,,Unknown,Fair,Men's watch/Unisex,39 mm,
14112,,"$4,731",Rolex,Air King,14000,,,,1999,,,34 mm,Very good
1879,"Tudor Black Bay
Heritage Black Bay 79230B","$3,600",Tudor,Black Bay,79230B,,,,2018,Good,Men's watch/Unisex,41 mm,
23437,"Omega Seamaster Aqua Terra
Co-Axial 231.10.42.21.03.003 B&P Automatic Steel 42 mm","$4,275",Omega,Seamaster Aqua Terra,231.10.42.21.03.003,,,,2015,Very good,Men's watch/Unisex,41.5 mm,
5043,"Breitling Navitimer 1 B01 Chronograph
43 AB0138241G1P1","$6,751",Breitling,Navitimer 1 B01 Chronograph,AB0138241G1P1,Automatic,Steel,Crocodile skin,2023 (Approximation),New,Men's watch/Unisex,43 mm,
13901,"Breitling Bentley Motors
T Mother of Pearl Dial Limited Edition + 18k Bracelet TOP","$56,938",Breitling,Bentley Motors,H25363,,,,2012,Very good,Men's watch/Unisex,49 x 55 mm,
9037,"Breitling B-1
B-1","$2,509",Breitling,B-1,A68062,,,,1999,Very good,Men's watch/Unisex,,
48377,,"$16,825",Rolex,Datejust 36,126234,,Steel,Steel,2022,,,36 mm,Unworn
10851,"Hublot Big Bang 44 mm
301.SX.710.RX Big Bang 44mm Chronograph Automatic Blue Dial Blue Rubber Strap Steel","$9,950",Hublot,Big Bang 44 mm,301.SX.710.RX,,,,2023,New,Men's watch/Unisex,44 mm,
12485,"Seiko
Unisex - SSC917P1 - Orologio DA UOMO PROSPEX CRONOGRAFO AL QUARZO SOLARE - SSC917P1",$725,Seiko,,SSC917P1,,,,2023,New,Men's watch/Unisex,39 mm,
643,"Jaeger-LeCoultre Reverso
Sun Moon","$18,402",Jaeger-LeCoultre,Reverso,270.2.63,,,,2008,Good,Men's watch/Unisex,26 x 42 mm,
4695,"Omega
Jumbo","$1,585",Omega,,,,,,1950 (Approximation),Very good,Men's watch/Unisex,38 mm,
8946,"Hublot Big Bang 44 mm
301.CI.1770.CI","$9,512",Hublot,Big Bang 44 mm,301.CI.1770.CI,,,,2012,Good,Men's watch/Unisex,44 mm,
5084,,"$28,495",Rolex,Sky-Dweller,326934,,Steel,Steel,2022,,,42 mm,New
7114,"Longines Elegant
L49114716 - The Longines Elegant Collection Automatic Grey Dial Stainless Steel Men's Watc","$2,003",Longines,Elegant,L49114716,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,41 mm,
11532,"Hublot Classic Fusion Quartz
33mm 581.cx.1270.rx.mdm","$6,355",Hublot,Classic Fusion Quartz,581.cx.1270.rx.mdm,Quartz,Ceramic,Rubber,2023,New,,42 mm,
60036,,"$31,523",Rolex,Explorer II,1655,,,,1978,,,40 mm,Very good
54998,,"$16,000",Rolex,Datejust 36,126233,,Gold/Steel,Gold/Steel,2023,,,36 mm,New
1264,"Panerai Luminor Submersible
stainless steel 42mm pam02683","$10,750",Panerai,Luminor Submersible,PAM02683,Automatic,Steel,Rubber,2023,New,Men's watch/Unisex,42 mm,
34066,"Omega Constellation
Chronometer Electronic F300 QuickSet Date Cal.1250 Vintage Special Edition",$875,Omega,Constellation,198.002,,,,1970,Good,Men's watch/Unisex,38 x 43 mm,
11381,"Breitling
ブライトリング クロノマット JSP ブラックマザーオブパール 日本限定300本 AB01152A/BH20(AB0115) 中古 メンズ","$5,423",Breitling,,,,,,Unknown,Very good,Men's watch/Unisex,44 mm,
1187,"Panerai
Luminor Luna Rossa GMT Limited to 250 units worldwide No. W (manufactured in 2020) PAM01096","$10,208",Panerai,,PAM01096,,,,Unknown,Good,Men's watch/Unisex,42 mm,
36522,"Omega De Ville Co-Axial
Rattrapante Stainless Steel","$6,500",Omega,De Ville Co-Axial,4847.30.31,,,,Unknown,Very good,Men's watch/Unisex,41 mm,
16568,,"$16,823",Rolex,Submariner Date,126610LN,,Steel,Steel,2023,,,41 x 40 mm,New
4577,"Seiko Presage
(セイコー) SEIKO Presage SARY187 SSA421J1 Automatic with manual winding 4R39 watch",$370,Seiko,Presage,SARY187,,,,Unknown,New,,,
9613,"Audemars Piguet Royal Oak Offshore
Tour Auto 2009 LTD to 100 pcs. Titanium 26278IK.GG.D002CA.01",Price on request,Audemars Piguet,Royal Oak Offshore,26278IK.GG.D002CA.01,,,,2009,Unworn,Men's watch/Unisex,44 mm,
