id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
8947,"Longines Présence
L4.821.4.12.2","$1,158",Longines,Présence,L4.821.4.12.2,Automatic,Steel,Leather,2023,New,Women's watch,34.5 mm,
3159,"Zenith El Primero
Grand Cross El Primero Wrist Watch Arm Watch 03.0520.400 Stainless Steel Alligator Leather belt Used","$3,513",Zenith,El Primero,,Automatic,Steel,,Unknown,Very good,Men's watch/Unisex,,
63125,,"$8,900",Rolex,Datejust 36,16234,,,,2002 (Approximation),,,36 mm,Very good
7131,,"$13,233",Rolex,GMT-Master II,116710LN,,Steel,Steel,2019,,,40 mm,Very good
11488,"Longines HydroConquest
L38434562","$1,222",Longines,HydroConquest,L38434562,,,,2018,Unworn,Men's watch/Unisex,48 mm,
7042,"Patek Philippe Nautilus
5712R-001","$159,501",Patek Philippe,Nautilus,5712R-001,Automatic,Steel,Leather,2022,New,Men's watch/Unisex,40 mm,
54965,,"$7,757",Rolex,Precision,9659 (assumed),,Gold/Steel,Gold/Steel,1952 (Approximation),,,32 mm,Good
7961,,"$30,459",Rolex,Datejust,278381rbr-0026,,,,2023,,,31 mm,Unworn
46746,,"$15,499",Rolex,Datejust 31,278274,,Steel,Steel,2023,,,31 mm,Unworn
59713,,"$13,199",Rolex,Day-Date 36,18238,,,,1993,,,36 mm,Fair
3245,"Hublot Big Bang Unico
King Gold 44mm","$36,575",Hublot,Big Bang Unico,421.OM.1180.RX,,,,2023 (Approximation),Unworn,Men's watch/Unisex,44 mm,
13021,"Seiko
Prospex Solar Chronograph Quartz ref. SSC759J1 Blue dial Rubber strap",$587,Seiko,,SSC759J1,,,,Unknown,New,Men's watch/Unisex,44.5 mm,
12339,"Hublot
Classic Fusion Aerofusion Orlinski Blue 116/200","$13,750",Hublot,,525.EX.0179.RX.ORL18,,,,2018 (Approximation),Good,Men's watch/Unisex,45 mm,
14250,"Seiko Scuba
SKX007K1",$633,Seiko,,SKX007K1,,,,2004 (Approximation),Very good,Men's watch/Unisex,42 mm,
209,"Sinn
Finanzplatzuhr 3 Zeitzonen Ref. 6090.010 Box/Papiere - ausverkauft","$3,368",Sinn,,,,,,2012,Very good,,41 mm,
4403,"Audemars Piguet Royal Oak Offshore Chronograph
26420ro.oo.a002ca.01 Rose Gold 18kt Full Set 43mm Year 2021","$64,204",Audemars Piguet,Royal Oak Offshore Chronograph,26420RO.OO.A002CA.01,Automatic,Rose gold,Rubber,Unknown,Very good,Men's watch/Unisex,43 mm,
7254,"Patek Philippe Nautilus
3800/1 Steel Gold Sigma Dial","$48,056",Patek Philippe,Nautilus,3800/1,Automatic,Gold/Steel,Gold/Steel,Unknown,Very good,Men's watch/Unisex,37 mm,
3851,"Tudor Black Bay Chrono
79360 Black Dial Full Set","$6,786",Tudor,Black Bay Chrono,M79360N-0001,,,,2021,Very good,Men's watch/Unisex,41 mm,
50598,,"$2,190",Rolex,Oyster Perpetual Lady Date,6517,,,,1968,,,26 mm,Very good
17323,,"$5,867",Rolex,Air King,14000,,Steel,Steel,2000,,,34 mm,Very good
13561,"Cartier Roadster
Yellow Gold 2676 Ladies Quartz Box/Paper/2YEARWARRANTY #1715-1","$16,395",Cartier,Roadster,2676,Quartz,Yellow gold,,2015,Good,Women's watch,29 x 33 mm,
11876,"Longines Master Collection
L2.673.4.78.3","$2,579",Longines,Master Collection,L2.673.4.78.3,,,,2011 (Approximation),Very good,Men's watch/Unisex,40 mm,
14900,"Cartier Ronde Louis Cartier
WR000551","$14,290",Cartier,Ronde Louis Cartier,WR000551,,,,Unknown,Very good,Men's watch/Unisex,36 mm,
6220,,"$14,400",Rolex,Datejust 41,126334,,Steel,Steel,2023,,,41 mm,New
4765,"Zenith Baby Star
ゼニス ベイビースター エリート 03.1220.67 自動巻き レディース_731230 中古","$1,298",Zenith,Baby Star,03.1220.67,Automatic,Steel,Leather,Unknown,Fair,Women's watch,32 mm,
6778,"Audemars Piguet Royal Oak Offshore
The Legacy Arnold","$22,779",Audemars Piguet,Royal Oak Offshore,26378IO.OO.A001KE.01,,,,2012 (Approximation),Very good,Men's watch/Unisex,48 mm,
18573,"Seiko Prospex
PADI Mini Turtle Auto 200M SRPC41 ( NEW ) FREE SHIPPING",$999,Seiko,Prospex,SRPC41K1,,,,Unknown,New,Men's watch/Unisex,42.3 mm,
63344,,"$8,971",Rolex,Air King,116900,,Steel,Steel,2016,,,40 mm,Fair
5640,"Patek Philippe Calatrava
2592","$4,935",Patek Philippe,Calatrava,2592,,,,Unknown,Very good,Men's watch/Unisex,33 mm,
5020,,Price on request,Rolex,Sky-Dweller,326934,,,,Unknown,,,42 mm,Unworn
70645,,"$14,971",Rolex,Submariner Date,116610T,,Steel,Steel,2009,,,40 mm,Very good
1200,"Hublot Classic Fusion Racing Grey
Black","$10,952",Hublot,Classic Fusion Racing Grey,521.NX.7071.RX,Automatic,Titanium,Rubber,2023,New,Men's watch/Unisex,45 mm,
17698,"Seiko Presage
Men’s Presage Blue Dial",$405,Seiko,Presage,SRPB41,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,40.5 mm,
4694,"IWC Pilot Mark
\"Die Fliegeruhr\" Mark XII Automatik IW3241 Gold 18k Box+Papiere+ Service neu","$10,348",IWC,Pilot Mark,IW 3241,Automatic,Yellow gold,Crocodile skin,1995,Very good,Men's watch/Unisex,36 mm,
46632,,"$15,995",Rolex,Datejust 41,126334,,Steel,Steel,2022,,,41 mm,Unworn
10651,"Cartier
カルティエ Cartier タンク マストWSTA0055","$3,471",Cartier,,WSTA0055,,,,Unknown,Unworn,Women's watch,33.7 x 25.5 mm,
28844,,"$11,739",Rolex,Oyster Perpetual 41,124300,,Steel,Steel,2022,,,41 mm,New
32196,,"$9,461",Rolex,Explorer II,16570,,Steel,Satin,2003,,,40 mm,Very good
9374,"Hublot Big Bang Unico
ウブロ HUBLOT ビッグバン ウニコ イタリアインディペンデント グリーンカムフラージュ 世界限定250本411.YG.1198.NR.ITI16","$21,508",Hublot,Big Bang Unico,411.YG.1198.NR.ITI16,Automatic,Carbon,,Unknown,Unworn,Men's watch/Unisex,45 mm,
7153,"Longines Elegant
L48094126 - The Longines Elegant Collection Automatic White Dial Stainless Steel Ladies Wa","$1,928",Longines,Elegant,L48094126,Automatic,Steel,Steel,Unknown,New,Women's watch,34.5 mm,
6274,"IWC
SCHAFFHAUSEN デイト シャフハウゼン 自動巻き メンズ 741487 中古",$836,IWC,,,,,,Unknown,Fair,Men's watch/Unisex,35 mm,
7223,"Audemars Piguet Royal Oak Offshore
Schwarzenegger Legacy 48 mm FULL SET TOP CONDITION","$37,300",Audemars Piguet,Royal Oak Offshore,26378IO.OO.A001KE.01,,,,2015,Very good,Men's watch/Unisex,48 mm,
33563,,"$9,730",Rolex,Milgauss,116400GV,,,,2014,,,40 mm,Very good
8478,"Hublot King Power
701.NX.0170.RX","$14,478",Hublot,King Power,701.NX.0170.RX,,,,2014 (Approximation),Good,Men's watch/Unisex,48 mm,
38097,"Omega Speedmaster
Reference 345.0802 18K Gold","$38,000",Omega,Speedmaster,,,,,Unknown,Very good,,42 mm,
3753,"Cartier Pasha
Chronograph","$10,930",Cartier,Pasha,30009,Quartz,Yellow gold,,1992,Fair,Men's watch/Unisex,38 mm,
20588,"Omega Speedmaster Professional Moonwatch
オメガ スピードマスター ダークサイドオブザムーン 311.92.44.51.01.007","$8,527",Omega,Speedmaster Professional Moonwatch,311.92.44.51.01.007,Automatic,Ceramic,Plastic,Unknown,Very good,,44.2 mm,
65781,,"$50,289",Rolex,Daytona,116515ln,,Red gold,Rubber,2018 (Approximation),,,40 mm,Very good
9669,"Audemars Piguet Royal Oak Offshore Chronograph
Camo Rose Gold Limited Edition","$52,500",Audemars Piguet,Royal Oak Offshore Chronograph,26401RO.OO.A087CA.01,,,,2019,Very good,Men's watch/Unisex,44 mm,
9319,"Longines La Grande Classique
De Longines","$1,777",Longines,La Grande Classique,L4.512.2.87.7,,,,2023,Unworn,Women's watch,29 mm,
5235,"Cartier Santos
カルティエ サントスLM WGSA0011","$11,863",Cartier,Santos,WGSA0011,Automatic,Rose gold,Leather,Unknown,Very good,,,
27281,,"$26,957",Rolex,GMT-Master II,126720VTNR,,,,Unknown,,,40 mm,
436,"TAG Heuer Aquaracer
WBP1110.BA0627 Aquaracer Professional 200","$2,081",TAG Heuer,Aquaracer,WBP1110.BA0627,Quartz,Steel,Steel,2023,New,Men's watch/Unisex,40 mm,
5693,"Richard Mille RM 029
Le Mans Classic",Price on request,Richard Mille,RM 029,RM029,,,,2022,New,Men's watch/Unisex,,
52545,,"$9,895",Rolex,Lady-Datejust,69188,,Yellow gold,Yellow gold,1999,,,26 mm,Very good
13988,"Omega Speedmaster Racing
329.23.44.51.06.001","$12,553",Omega,Speedmaster Racing,329.23.44.51.06.001,,,,2023,Unworn,Men's watch/Unisex,44.2 mm,
6019,"TAG Heuer Aquaracer 300M
Men's WBP2010.BA0632 Aquaracer Pro 300 GMT Watch","$3,686",TAG Heuer,Aquaracer 300M,WBP2010.BA0632,,,,2023,New,Men's watch/Unisex,43 mm,
4831,"IWC Portuguese Chronograph
Automatic IW371401","$4,209",IWC,Portuguese Chronograph,,,,,Unknown,Good,,41 mm,
5915,"Tudor Black Bay Bronze
M79250BM Heritage Black Bay Bronze","$4,173",Tudor,Black Bay Bronze,79250BM,,,,2016,Very good,,43 mm,
34202,"Omega Seamaster Planet Ocean
39.5mm","$4,897",Omega,Seamaster Planet Ocean,215.30.40.20.01.001,,,,2022,Very good,Men's watch/Unisex,39.5 mm,
1003,"Cartier Clé de Cartier
W2CL0003","$6,364",Cartier,Clé de Cartier,W2CL0003,,,,2017,New,Women's watch,35 mm,
18257,"Seiko Solar
SUP359 Crystals Stainless Steel 28 mm MOP Dial Solar Women's Watch",$223,Seiko,Solar,,,,,Unknown,New,Women's watch,28 mm,
47842,,"$6,599",Rolex,Datejust Turn-O-Graph,16264,,Steel,Steel,2000,,,36 mm,Good
28502,"Omega
Vintage Chronograph","$9,691",Omega,,2475,,,,1950,Very good,Men's watch/Unisex,37 mm,
2887,"Omega De Ville Prestige
Co-Axial Steel Case Bracelet,Black Dial","$4,287",Omega,De Ville Prestige,424.10.40.20.01.001-DE VILLE PRESTIGIO Coassiale Acciaio,,,,2019 (Approximation),New,Men's watch/Unisex,39.5 mm,
7656,,"$11,048",Rolex,Datejust 41,126300-0003,,,,2023,,,41 mm,Unworn
8621,,"$13,090",Rolex,Datejust,,,,,Unknown,,,28 x 37 mm,Very good
2382,"TAG Heuer Link Lady
WBC1316.BA0600 - Lady Link Mother of pearl Dial Ladies Watch","$3,980",TAG Heuer,Link Lady,WBC1316.BA0600,Quartz,Steel,Steel,Unknown,New,Women's watch,32 mm,
13107,,"$3,633",Rolex,Air King,14010,,,,Unknown,,,34 mm,Good
6917,"Longines Flagship
L4.899.4.12.6 L48994126","$1,134",Longines,Flagship,L4.899.4.12.6,,,,Unknown,New,Men's watch/Unisex,,
9136,"Audemars Piguet Royal Oak Offshore Chronograph
43mm Titanium Ceramic Flyback Chrono New 26420IO.OO.A009CA.01","$48,500",Audemars Piguet,Royal Oak Offshore Chronograph,26420IO.OO.A009CA.01,,,,2022,New,Men's watch/Unisex,43 mm,
3425,"IWC Pilot Chronograph
Pilot's Watch Chronograph 41mm Steel Case Blue Dial Steel Bracelet IW388102 NEW - Warranty: 2023","$9,727",IWC,Pilot Chronograph,IW388102,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,41 mm,
2831,"Panerai Luminor Submersible
Bronze Pam968","$23,038",Panerai,Luminor Submersible,PAM00968,,,,2019,New,Men's watch/Unisex,47 mm,
5150,"Patek Philippe Aquanaut
5067/1A",Price on request,Patek Philippe,Aquanaut,,,,,2004,Very good,Women's watch,35.6 mm,
3238,"Seiko
Men's SNE575P1 Prospex Padi Solar Watch",$539,Seiko,,SNE575P1,,,,2022,New,Men's watch/Unisex,38.5 mm,
18989,,"$11,172",Rolex,Datejust 36,116234,,Steel,Steel,2017,,,36 mm,Very good
4007,"Cartier Calibre de Cartier
42MM IN ACCIAIO REF. W7100015","$5,711",Cartier,Calibre de Cartier,W7100015,Automatic,Steel,Steel,2012,Very good,,42 mm,
39300,,"$7,850",Rolex,Datejust 31,178274,,Steel,Steel,2020,,,31 mm,Very good
934,"IWC Aquatimer Automatic 2000
IW353602","$5,295",IWC,Aquatimer Automatic 2000,IW353602,,,,2000,Very good,Men's watch/Unisex,42 mm,
4577,"Hublot
525.NE.0127.LR メンズ","$6,661",Hublot,,525.NE.0127.LR,,,,Unknown,Good,Men's watch/Unisex,45 mm,
34048,"Omega
Stainless Steel Screw Down Back Tropical Dial Vintage Cal.231 Ref.2523 10 Swiss Made",$725,Omega,,,,,,1950,Good,Men's watch/Unisex,33 x 40 mm,
30676,,"$26,972",Rolex,Sky-Dweller,326934,,Steel,Steel,2021,,,42 mm,Good
17304,"Omega Seamaster Diver 300 M
210.32.42.20.03.001","$5,815",Omega,Seamaster Diver 300 M,210.32.42.20.03.001,,,,2023,New,Men's watch/Unisex,42 mm,
10840,"Breitling Chronomat Colt
A17388101C1A1","$2,696",Breitling,Chronomat Colt,A17388101C1A1,,,,2021 (Approximation),Fair,Men's watch/Unisex,44 mm,
5007,"Seiko Prospex
(セイコー) Seiko Prospex Ocean Special EditionSBDY019 - SBDY019",$433,Seiko,Prospex,SBDY019,,,,Unknown,New,,,
4516,"Zenith
Cal. 106-6 Handaufzug","$1,568",Zenith,,,,,,Unknown,Good,Men's watch/Unisex,33 mm,
1323,"Seiko 5 Sports
Automatic Japan Made Nato Strap SNZG09J1-VAR-NATO2 Men's Watch",$190,Seiko,5 Sports,SNZG09J1,Automatic,Steel,Textile,Unknown,New,Men's watch/Unisex,42 mm,
59405,,"$13,547",Rolex,Datejust 41,126300-0019,,,,2023,,,41 mm,New
11424,"Breitling Superocean Heritage II 42
B20 Automatic 42","$6,039",Breitling,Superocean Heritage II 42,UB2010121B1A1,Automatic,Gold/Steel,Steel,2023,New,Men's watch/Unisex,42 mm,
3181,"Vacheron Constantin Overseas
Perpetual Calendar Ultra Thin Skeleton Rose Gold New 2022 4300v/120r-b642","$275,000",Vacheron Constantin,Overseas,4300v/120r-b642,,,,2022,New,Men's watch/Unisex,,
19258,,"$5,857",Rolex,Oyster Perpetual Date,15200 Diamanten Diamonds Brillianten,,Steel,Steel,2000 (Approximation),,,34 mm,Very good
64893,,"$115,245",Rolex,Daytona,116519,,,,Unknown,,,40 mm,Very good
11916,"Breitling Chronomat
AB0115","$2,788",Breitling,Chronomat,AB0115,Automatic,Steel,Steel,Unknown,Good,Men's watch/Unisex,44 mm,
2091,"IWC Pilot Chronograph
Men's IW388102 Pilot's Watch Chronograph 41 Auto","$9,237",IWC,Pilot Chronograph,IW388102,,,,2023,New,Men's watch/Unisex,41 mm,
2440,Panerai Luminor Marina,"$8,595",Panerai,Luminor Marina,,,,,2010,Very good,Men's watch/Unisex,44 mm,
14238,"Cartier Tank Française
2365 18k White Gold 20mm watch","$57,500",Cartier,Tank Française,2365,Quartz,White gold,White gold,Unknown,Very good,,20 mm,
498,,"$50,671",Rolex,Daytona,116515LN-0019,,,,2023,,,40 mm,Unworn
137,"Breitling Chronomat
 Chronograph 42mm","$7,350",Breitling,Chronomat,AB0134101K1A1,Automatic,Steel,Steel,2023,Unworn,Men's watch/Unisex,42 mm,
33126,"Omega Seamaster 300
Master Co-Axial Chronometer 233.32.41.21.01.002. Full Kit","$4,999",Omega,Seamaster 300,233.32.41.21.01.002,,,,Unknown,Very good,,41 x 46 mm,
12621,"Omega Speedmaster
Chronograph Co-axial","$4,100",Omega,Speedmaster,324.30.38.50.03.002,,,,Unknown,Very good,Men's watch/Unisex,38 mm,
1124,"Jaeger-LeCoultre Polaris
Automatic ref. Q9008480 Blue dial Brown Leather strap",Price on request,Jaeger-LeCoultre,Polaris,Q9008480,,,,Unknown,New,Men's watch/Unisex,41 mm,
3700,"Oris Divers Sixty Five
01 733 7707 4064-07 4 20 18","$1,344",Oris,Divers Sixty Five,01 733 7707 4064-07 4 20 18,,,,2015,Good,Men's watch/Unisex,40 mm,
7281,"Breitling Navitimer
Automatic 41","$4,946",Breitling,Navitimer,A17326361L1A1,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,41 mm,
2490,"Jaeger-LeCoultre Master Grande Tradition
Tourbillon Perpetual","$59,500",Jaeger-LeCoultre,Master Grande Tradition,Q500242A,,,,Unknown,Very good,Men's watch/Unisex,42 mm,
3546,"IWC Ingenieur Automatic
(インヂュニア オートマティック)","$6,764",IWC,Ingenieur Automatic,IW323902,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,40 mm,
13065,"Longines Conquest
V.H.P.",$951,Longines,Conquest,L3.716.2.66.9,Quartz,,,2019,New,Men's watch/Unisex,41 mm,
582,"Zenith Pilot
Type 20 Adventure 45mm",Price on request,Zenith,Pilot,29.2430.679/63.I001,Automatic,Bronze,Calf skin,2023,Unworn,Men's watch/Unisex,45 mm,
10596,"Breitling Superocean Chronograph II
A13340 スーパーオーシャン クロノグラフ デイデイト 自動巻き メンズ 752315 中古","$1,825",Breitling,Superocean Chronograph II,A13340,Automatic,Steel,Steel,Unknown,Fair,Men's watch/Unisex,42 mm,
8589,"Tudor Black Bay
Heritage Stainless Steel Red Bezel Diver Watch 79230R","$3,250",Tudor,Black Bay,M79230R-0012,,,,2017 (Approximation),Good,Men's watch/Unisex,41 mm,
35569,"Omega Speedmaster
39mm 18K Yellow Gold Steel White Dial Automatic Watch 3311.20.","$4,499",Omega,Speedmaster,,,,,1999,Good,Men's watch/Unisex,39 mm,
4306,"Patek Philippe Annual Calendar Chronograph
Double factory sealed","$102,610",Patek Philippe,Annual Calendar Chronograph,5905P-001,Automatic,Platinum,Leather,2017,New,Men's watch/Unisex,42 mm,
4234,,"$16,876",Rolex,Day-Date 36,18038,,Yellow gold,Yellow gold,1979,,,36 mm,Very good
235,"IWC Portuguese Chronograph
Portugieser Chronograph","$17,401",IWC,Portuguese Chronograph,IW371610,,,,2023 (Approximation),Unworn,Men's watch/Unisex,41 mm,
134,"Hublot Classic Fusion Chronograph
King Gold 45mm","$14,480",Hublot,Classic Fusion Chronograph,521.CO.1181.RX,Automatic,Ceramic,Rubber,2023,Unworn,Men's watch/Unisex,45 mm,
12024,"Longines
Cal. 17.95 18ct with provenance of Willem Vroom (Vroom & Dreesmann)","$4,355",Longines,,,,,,1937 (Approximation),Very good,Men's watch/Unisex,47 mm,
9143,"Audemars Piguet Royal Oak Offshore Tourbillon Chronograph
26387IO.OO.D002CA.01",Price on request,Audemars Piguet,Royal Oak Offshore Tourbillon Chronograph,26387IO.OO.D002CA.01,,,,2014,Very good,Men's watch/Unisex,44 mm,
10134,"Hublot Big Bang
Chronograph 18K Rose Gold Automatic Diamonds","$34,999",Hublot,Big Bang,,,,,Unknown,Very good,Men's watch/Unisex,44 mm,
15090,"Seiko Marinemaster
SBDX023 / SLA021","$2,654",Seiko,Marinemaster,SBDX023,,,,2018,Very good,Men's watch/Unisex,44.3 mm,
10776,"Patek Philippe Aquanaut
2021 Aquanaut Luce Diamond 18K Gold 38.8mm 5269/200R-001 B+P","$64,993",Patek Philippe,Aquanaut,5269/200R-001,Quartz,Rose gold,Rubber,Unknown,New,Men's watch/Unisex,38.8 mm,
1908,,"$12,989",Rolex,Air King,116900,,Steel,Steel,2022,,,40 mm,New
6033,"TAG Heuer Carrera Calibre 1887
CAR2A10.BA0799 - 2021 service","$2,471",TAG Heuer,Carrera Calibre 1887,CAR2A10.BA0799,,,,Unknown,Fair,Men's watch/Unisex,43 mm,
32187,"Omega
Vintage Black Honeycomb center second","$1,653",Omega,,,,,,1953,Good,,35.5 mm,
68928,,"$33,557",Rolex,Daytona,116500LN,,Steel,Steel,2023,,,40 mm,Unworn
45131,,"$17,575",Rolex,GMT-Master II,16713,,,,1994 (Approximation),,,40 mm,Very good
5588,"Zenith
Chronograph Flyback 18 Rubis Grand Prix Paris 1900","$7,245",Zenith,,,,,,Unknown,Good,Men's watch/Unisex,,
6355,"Richard Mille RM 030
Rose Gold 2017 Excellent Condition Box & Papers","$234,207",Richard Mille,RM 030,RM030,,,,2017,Very good,Men's watch/Unisex,50 x 42.7 mm,
9510,"Patek Philippe Perpetual Calendar
5159R-001","$62,000",Patek Philippe,Perpetual Calendar,5159R-001,,,,Unknown,Very good,Men's watch/Unisex,38 mm,
3792,"IWC Portofino Chronograph
Wrist Watch IW391030 Mechanical Automatic Stainless Steel Used Mens","$5,982",IWC,Portofino Chronograph,IW391030,Automatic,Steel,,Unknown,Very good,Men's watch/Unisex,,
464,"Panerai Luminor 1950 10 Days GMT
PAM 00270","$12,069",Panerai,Luminor 1950 10 Days GMT,PAM 00270,Automatic,Steel,Leather,2013,Very good,Men's watch/Unisex,44 mm,
2642,"Patek Philippe Calatrava
40mm","$56,891",Patek Philippe,Calatrava,6007G-011,Automatic,White gold,Calf skin,2023,Unworn,Men's watch/Unisex,40 mm,
17636,,"$3,950",Rolex,Oysterdate Precision,6466,,Steel,Steel,1964 (Approximation),,,34 x 30 mm,Good
22453,,"$16,364",Rolex,Yacht-Master 40,116621,,,,2019,,,40 mm,Very good
56924,,"$13,503",Rolex,Datejust 36,116139,,,,2004,,,36 mm,Very good
6706,"Longines HydroConquest
L37814069","$1,736",Longines,HydroConquest,L3.781.4.06.9,Automatic,Steel,Rubber,2023,New,Men's watch/Unisex,41 mm,
9191,"IWC Portuguese Automatic
7 Days 42M IW500107 Box Papers 2005",Price on request,IWC,Portuguese Automatic,IW500107,Automatic,Steel,Crocodile skin,Unknown,,,42 mm,
34607,,"$10,495",Rolex,Datejust,,,Steel,Gold/Steel,Unknown,,,36 mm,Very good
3675,"Patek Philippe World Time
Complications","$65,556",Patek Philippe,World Time,7130R-014,,,,2022,Unworn,,36 mm,
27546,"Omega Seamaster
ref 14763","$1,311",Omega,Seamaster,14763,,,,1969,Fair,Men's watch/Unisex,35 mm,
27591,,"$12,511",Rolex,Lady-Datejust,279173,,,,Unknown,,,28 mm,Unworn
8918,"Hublot Classic Fusion
42MM 542.NE.2010.LR.1204 TITANIUM MEN'S WATCH","$8,358",Hublot,Classic Fusion,542.NE.2010.LR.1204,Automatic,Titanium,Rubber,2022,New,Men's watch/Unisex,42 mm,
10017,"Omega Speedmaster
38 Co‑Axial Chronometer Chronograph 38 Mm","$6,385",Omega,Speedmaster,324.30.38.50.55.001,,,,2023 (Approximation),Unworn,Men's watch/Unisex,38 mm,
22927,,"$5,640",Rolex,Datejust Turn-O-Graph,16250,,,,Unknown,,,36 mm,Very good
9370,"Cartier Pasha
de Cartier 30mm Rose Gold and Steel Ladies Watch","$8,400",Cartier,Pasha,W2PA0007,Quartz,Steel,,2023,New,Women's watch,30 mm,
14767,,"$10,157",Rolex,Lady-Datejust,69178,,Yellow gold,Yellow gold,1978 (Approximation),,,26 mm,Very good
26850,"Omega
18k Rose Gold Hammer Automatik Kal. 354 Herrenuhr 1949","$2,611",Omega,,,,,,1949,Good,,34 mm,
11679,"Audemars Piguet Royal Oak Selfwinding
50th anniversary","$63,200",Audemars Piguet,Royal Oak Selfwinding,15551ST.ZZ.1356ST.03,,,,2022,New,Men's watch/Unisex,37 mm,
12105,"Patek Philippe Annual Calendar
Moon Phases","$53,460",Patek Philippe,Annual Calendar,5396R-001,,,,2008,New,Men's watch/Unisex,38 mm,
20721,,"$22,570",Rolex,GMT-Master II,126710BLRO,,Steel,Steel,2021,,,40 mm,Unworn
51790,,"$5,590",Rolex,Lady-Datejust,79163,,,,Unknown,,,26 mm,Very good
2041,"Hublot Spirit of Big Bang
42mm","$20,600",Hublot,Spirit of Big Bang,642.NX.0170.RX,,,,2022,New,Men's watch/Unisex,42 mm,
3645,"Tudor Black Bay
Pro 79470 2022 Box and Papers","$3,904",Tudor,Black Bay,79470,Automatic,Steel,Steel,2022,Very good,Men's watch/Unisex,39 mm,
4811,"Longines Présence
L49212117 - Présence Automatic Black Dial Men's Watch","$1,358",Longines,Présence,L49212117,Automatic,Steel,Rubber,Unknown,New,Men's watch/Unisex,41 mm,
21068,"Omega Genève
vintage cal. 485 1970s women's watch",$148,Omega,Genève,,,,,1970 (Approximation),Fair,Women's watch,17.5 mm,
17651,"Seiko
Black Dial Gold-tone Ladies Watch",$144,Seiko,,,,,,Unknown,New,Women's watch,,
52634,,"$6,500",Rolex,Datejust 36,116200,,Steel,Steel,2011 (Approximation),,,36 x 44 mm,Very good
30164,"Omega Seamaster
GMT 50 Years Edition","$4,201",Omega,Seamaster,2534.50.00,Automatic,Steel,Steel,2002,Very good,Men's watch/Unisex,40 mm,
2640,"Tudor Black Bay GMT
Pepsi 41mm Steel Case Black Dial Steel Bracelet M79830RB UNWORN - Warranty: 2023","$5,694",Tudor,Black Bay GMT,M79830RB,Automatic,Steel,Steel,Unknown,Unworn,Men's watch/Unisex,41 mm,
4396,"Seiko Prospex
SRP779K1 - Prospex Automatic Black Dial Stainless Steel Men's Watch",$376,Seiko,Prospex,SRP779K1,Automatic,Steel,Silicon,Unknown,Unworn,Men's watch/Unisex,45.00 mm,
54127,,"$21,105",Rolex,Datejust 31,278384rbr Black Roman Oyster,,,,2023,,,31 mm,New
2773,"TAG Heuer Aquaracer
PROFESSIONAL 300 WATCH Automatic stainless steel WBP2010.FT6198","$2,979",TAG Heuer,Aquaracer,WBP2010.FT6198,,,,Unknown,New,,,
7441,"A. Lange & Söhne
B-Uhr Marine WWII U-Boot Zertifikat","$6,304",A. Lange & Söhne,,,,,,1943,Good,Men's watch/Unisex,"59,5 mm",
17752,"Breitling
Premier B01 Chronograph Salmon/Copper Dial AB0145331K1A1 NEW UNWORN","$9,300",Breitling,,AB0145331K1A1,,,,2023 (Approximation),New,Men's watch/Unisex,42 mm,
8814,"Cartier Tortue
Diamond lunette","$9,171",Cartier,Tortue,,Quartz,Yellow gold,Yellow gold,Unknown,Very good,Women's watch,20 mm,
28507,,"$9,931",Rolex,GMT-Master II,16713,,,,1988,,,40 mm,Very good
14815,,Price on request,Rolex,Datejust 41,126300,,Steel,Steel,2022,,,41 mm,Unworn
9849,,"$27,758",Rolex,Daytona,116500LN,,,,Unknown,,,40 mm,Fair
10466,"TAG Heuer Carrera
Chronograph 160th Anniversary Limited Edition","$7,384",TAG Heuer,Carrera,CBK221C.FC6488,,,,2021,Very good,Men's watch/Unisex,39 mm,
439,"Omega De Ville Prestige
CoAxial 32,7 MM","$8,009",Omega,De Ville Prestige,424.20.33.20.05.002,Automatic,Steel,,2023,New,Women's watch,32.7 mm,
4545,"Cartier Pasha
De Cartier Plongeur Power Reserve 38mm(パシャ ドゥ カルティエ 38mm パワーリザーブ)","$2,858",Cartier,Pasha,W3101255,Automatic,Gold/Steel,,Unknown,Very good,Men's watch/Unisex,,
34171,,"$69,995",Rolex,Daytona,16528,,Yellow gold,Yellow gold,1993,,,40 mm,Unworn
10395,,"$4,401",Rolex,Oyster Perpetual 34,1003,,,,1987,,,34.5 mm,Very good
12645,"TAG Heuer
Professional 4000",$800,TAG Heuer,,,,,,1995,Very good,Men's watch/Unisex,38 mm,
35437,"Omega Constellation Day-Date
Co-Axial Day-Date 18K Red Gold & Stainless Steel & Diamonds Unisex Watch","$15,356",Omega,Constellation Day-Date,123.25.38.22.02.001,Automatic,,,Unknown,New,Men's watch/Unisex,38 mm,
