id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
6992,"A. Lange & Söhne Saxonia
Dual Time","$28,244",A. Lange & Söhne,Saxonia,386.032,,,,2022 (Approximation),Unworn,Men's watch/Unisex,38.5 mm,
212,"Audemars Piguet Royal Oak Offshore
Jalan Bukit Limited Edition 26115TI.OO.D002CR.01","$44,073",Audemars Piguet,Royal Oak Offshore,26115TI.OO.D002CR.01,,,,2008,Unworn,Men's watch/Unisex,42 mm,
5295,"TAG Heuer Carrera Calibre 5
41mm Day-date","$3,277",TAG Heuer,Carrera Calibre 5,WBN2010.BA0640,,,,2023,New,Men's watch/Unisex,41 mm,
34384,"Omega Seamaster Aqua Terra
2503.30 AUTOMATIC CO-AXIAL SILVER MENS LEATHER WATCH","$3,415",Omega,Seamaster Aqua Terra,2503.3,Automatic,Steel,Leather,2000 (Approximation),Good,,39 mm,
541,"Patek Philippe Annual Calendar
5205G-001","$28,724",Patek Philippe,Annual Calendar,5205G-001,,,,Unknown,Very good,Men's watch/Unisex,40 mm,
11537,"Cartier Tank Américaine
18K Roségold Automatik Ref. W2620030 B&P","$10,210",Cartier,Tank Américaine,W2620030,Automatic,Red gold,Crocodile skin,Unknown,Very good,Men's watch/Unisex,41.5 x 22.5 mm,
6833,"A. Lange & Söhne 1815
Chronograph","$49,764",A. Lange & Söhne,1815,414.032,,,,Unknown,Very good,Men's watch/Unisex,39.5 mm,
1905,"Panerai Luminor 1950
3 Days Limited PAM 372 PAM00372","$9,228",Panerai,Luminor 1950,PAM00372,,,,2016,Very good,Men's watch/Unisex,47 mm,
2207,"IWC Portofino Automatic
IW356501","$5,125",IWC,Portofino Automatic,IW356501,,,,2023,Unworn,Men's watch/Unisex,40 mm,
386,"Jaeger-LeCoultre Reverso
Pendant","$11,789",Jaeger-LeCoultre,Reverso,,,,,1999,Very good,,,
2307,"Tudor
チュードル ブラックベイ P01 M70150-0001","$3,067",Tudor,,,,,,Unknown,Good,,42 mm,
5593,"Cartier Ballon Bleu
BALLON BLUE","$14,882",Cartier,Ballon Bleu,,Automatic,White gold,Crocodile skin,2009,Good,Men's watch/Unisex,44 mm,
107,"Patek Philippe Aquanaut
Luce 38.8mm",Price on request,Patek Philippe,Aquanaut,5267/200A-010,Quartz,Steel,Rubber,2023,Unworn,Women's watch,38.8 mm,
9274,"Seiko 5 Sports
SRPJ75K1 Super Cub Limited Edition 5 Sports Honda Black",$552,Seiko,5 Sports,SRPJ75K1,,,,2023,New,Men's watch/Unisex,42 mm,
55044,,"$21,995",Rolex,Submariner Date,,,Steel,,Unknown,,,40 mm,
2784,"Omega Seamaster Aqua Terra
220.20.34.20.59.001","$17,357",Omega,Seamaster Aqua Terra,220.20.34.20.59.001,Automatic,Steel,Gold/Steel,2023,New,Women's watch,34 mm,
28919,"Omega De Ville Prestige
424.13.40.20.02.002","$2,914",Omega,De Ville Prestige,424.13.40.20.02.002,,,,2017,Very good,Men's watch/Unisex,39.5 mm,
1751,,Price on request,Rolex,Daytona,116598 SACO,,Yellow gold,Leather,2008,,,40 mm,Very good
79,"Omega De Ville Prestige
Quartz 24,4mm","$3,432",Omega,De Ville Prestige,424.10.24.60.55.001,Quartz,Steel,Steel,2023,New,Women's watch,24 mm,
20556,"Omega Seamaster
Automatic 14770 SC-61",$817,Omega,Seamaster,14770,,,,1962,Good,Men's watch/Unisex,34 mm,
2891,"Jaeger-LeCoultre Master Calendar
151842A","$8,814",Jaeger-LeCoultre,Master Calendar,151842A,Automatic,Steel,,2012,Very good,Men's watch/Unisex,40 mm,
2792,"Hublot Classic Fusion
565.NX.1171.LR - Classic Fusion Titanium Automatic Black Dial Men's Watch","$7,666",Hublot,Classic Fusion,565.NX.1171.LR,Automatic,Titanium,Leather,Unknown,New,Men's watch/Unisex,38 mm,
9503,"IWC Pilot Mark
XVIII IW327004 Pre-Owned B&P Set","$4,175",IWC,Pilot Mark,IW327004,Automatic,Steel,Leather,2016,Good,Men's watch/Unisex,40 mm,
9489,"Longines Master Collection
L2.357.4.07.6","$2,464",Longines,Master Collection,L2.357.4.07.6,,,,2023 (Approximation),Unworn,Women's watch,21.9 mm,
6346,"Audemars Piguet
Emerald Elegance",Price on request,Audemars Piguet,,,,,,Unknown,Very good,Women's watch,,
8035,"Seiko
Japan LCD quartz women's watch mint unworn vintage quartz women's watch",$345,Seiko,,,,,,1980 (Approximation),New,Women's watch,,
6194,"Panerai Luminor Due
PAM 01046","$4,699",Panerai,Luminor Due,PAM 01046,,,,2022 (Approximation),Very good,Men's watch/Unisex,42 mm,
334,"Sinn 103
103 St Sa","$3,210",Sinn,103,103 St Sa,,,,2023,Very good,Men's watch/Unisex,41 mm,
379,"Sinn 103
Tri Compax","$6,533",Sinn,103,,,,,1974 (Approximation),Good,Men's watch/Unisex,40 mm,
28702,,"$41,699",Rolex,Daytona,116520,,Steel,Steel,2003,,,40 mm,Very good
24610,,"$9,581",Rolex,Datejust II,116300,,Steel,Steel,2016 (Approximation),,,41 mm,Very good
15245,"Longines Spirit
: Spirit Zulu Time : L3.812.4.63.2 : Steel","$2,540",Longines,Spirit,L3.812.4.63.2,Automatic,Steel,Calf skin,2022,Very good,Men's watch/Unisex,42 x 50 mm,
39619,,"$16,692",Rolex,Lady-Datejust,279171,,Steel,Gold/Steel,2023,,,28 mm,New
15789,"Seiko King
2nd generation VWS-1826","$1,295",Seiko,King,4402-8000,Manual winding,Gold/Steel,Leather,1967,Good,Men's watch/Unisex,35.5 x 41.5 mm,
36424,,"$14,625",Rolex,Datejust 41,126334,,White gold,Steel,2023 (Approximation),,,41 mm,Unworn
10745,"Longines HydroConquest
Quartz - Boite & Papiers - L3.647.4",$905,Longines,HydroConquest,L3.647.4,Quartz,Steel,Steel,2013,Very good,Men's watch/Unisex,41 mm,
8381,"Breitling
　ブライトリング　C13356　クロノマットエボリューション　コンビ　黒文字盤　2671","$4,381",Breitling,,,,,,Unknown,Good,,,
68637,,"$10,803",Rolex,Datejust 36,116203,,,,2008,,,36 mm,Very good
5229,"Tudor Pelagos
M25707B/22-0001","$5,521",Tudor,Pelagos,M25707B/22-0001,,,,2022,Unworn,Men's watch/Unisex,42 mm,
9335,"TAG Heuer Carrera Heuer-02T
箱・保証書付き TAG HEUER タグホイヤー カレラ トゥールビヨン クロノグラフ ダイヤベゼル CAR5A80 自動巻き メンズ_734491 中古","$10,187",TAG Heuer,Carrera Heuer-02T,,Automatic,Titanium,Leather,Unknown,Fair,Men's watch/Unisex,46 mm,
56259,,"$36,880",Rolex,Explorer II,1655,,,,1981,,,40 x 47 mm,Very good
13675,"Omega Seamaster Diver 300 M
210.30.42.20.04.001","$6,100",Omega,Seamaster Diver 300 M,210.30.42.20.04.001,,,,2023,Unworn,Men's watch/Unisex,42 mm,
3351,"Audemars Piguet Royal Oak Offshore Chronograph
ELEPHANT","$29,660",Audemars Piguet,Royal Oak Offshore Chronograph,26470ST.OO.A104CR.01,Automatic,Steel,Crocodile skin,2016,Very good,Men's watch/Unisex,,
586,"Seiko 5 Sports
Japan Edition 5 Sports Style Automatic SBSA007",$599,Seiko,5 Sports,SBSA007,,,,Unknown,New,Men's watch/Unisex,42.5 x 40 mm,
5844,"Zenith Pilot
Type 20 29.2430.679/57.C808","$5,250",Zenith,Pilot,29.2430.679/57.C808,Automatic,Bronze,Calf skin,Unknown,Unworn,Men's watch/Unisex,45 mm,
196,"IWC Portofino Automatic
Moon Phase","$7,774",IWC,Portofino Automatic,IW459401,,,,2023,Unworn,Men's watch/Unisex,40 mm,
49392,,"$10,500",Rolex,Lady-Datejust,179383-CHPSO,,,,Unknown,,,26 mm,Very good
61875,,"$36,099",Rolex,Daytona,116500LN,,Steel,Steel,2023,,,40 mm,New
51389,,"$8,321",Rolex,Oyster Perpetual,6619,,,Yellow gold,Unknown,,,25 mm,Very good
24281,"Omega Seamaster
166.0177","$6,157",Omega,Seamaster,166.0177,,,,Unknown,Very good,Men's watch/Unisex,42 mm,
27268,"Omega Seamaster Diver 300 M
210.32.42.20.06.001","$5,187",Omega,Seamaster Diver 300 M,210.32.42.20.06.001,,,,2022,Unworn,Men's watch/Unisex,42 mm,
2889,"Panerai Luminor Marina
44mm Pam01314 White Dial","$5,568",Panerai,Luminor Marina,PAM 01314,Automatic,Steel,Leather,Unknown,Good,Men's watch/Unisex,44 mm,
7554,"IWC Portofino Chronograph
IW391407","$6,849",IWC,Portofino Chronograph,IW391407,Automatic,Steel,Leather,2022,Unworn,,39 mm,
6558,"Patek Philippe Nautilus
5712/1A-001","$112,871",Patek Philippe,Nautilus,5712/1A-001,Automatic,Steel,Steel,2011,Good,Men's watch/Unisex,40 x 38 mm,
2001,"Panerai Luminor Marina
44 mm","$9,029",Panerai,Luminor Marina,PAM 01313,,,,2023,New,Men's watch/Unisex,44 mm,
625,"Panerai
Luminor 1950 3 Days 47 Pam 663 Mm 00663 Brown Dial","$7,960",Panerai,,PAM 00663,,,,2016,Very good,Men's watch/Unisex,47 mm,
8507,"Tudor Black Bay
M70150-0001","$2,550",Tudor,Black Bay,M70150-0001,,,,2020 (Approximation),Fair,Men's watch/Unisex,42 mm,
3649,"Hublot Classic Fusion
Orlinski Titanium White Pave 40 mm","$22,819",Hublot,Classic Fusion,550.NS.2200.RW.1604.ORL20,,,,Unknown,New,Men's watch/Unisex,40 mm,
14327,"Omega Seamaster PloProf
1200m Full Set 2010","$11,994",Omega,Seamaster PloProf,224.32.55.21.01.002,,,,2010,Very good,Men's watch/Unisex,55 x 48 mm,
12823,"Cartier Panthère
Panther Ladies Stainless Steel Panthere Watch W25033P5 1320","$2,832",Cartier,Panthère,,Quartz,Steel,Steel,Unknown,Very good,Women's watch,,
10733,"Hublot Big Bang Unico
Black Magic 42mm - 441.CI.1171.RX","$18,000",Hublot,Big Bang Unico,441.CI.1171.RX,,,,2023,New,Men's watch/Unisex,42 mm,
51,"Omega Constellation Quartz
Ladies","$2,308",Omega,Constellation Quartz,123.10.27.60.02.002,Quartz,Steel,,2023,New,Women's watch,27 mm,
7615,,"$8,464",Rolex,Lady-Datejust,6917,,Yellow gold,Yellow gold,1982,,,26 mm,Good
60611,,"$18,643",Rolex,Yacht-Master 40,126621,,,,2020,,,40 mm,Good
26640,"Omega Speedmaster Professional Moonwatch Moonphase
175.0034","$20,008",Omega,Speedmaster Professional Moonwatch Moonphase,175.0034,,,,1990 (Approximation),Very good,Men's watch/Unisex,39 mm,
7520,,"$6,789",Rolex,Datejust 36,16233,,,,1988 (Approximation),,,36 mm,Good
19014,"Seiko
x TicTac",$425,Seiko,,SZSB007,,,,Unknown,Very good,Men's watch/Unisex,40 x 48 mm,
9899,"IWC Big Pilot
Pilot's 43mm Watch IW329304","$8,995",IWC,Big Pilot,IW329304,Automatic,Steel,Steel,Unknown,Good,Men's watch/Unisex,43 mm,
30240,,"$11,567",Rolex,Datejust 41,126300,,,,2023,,,40 mm,Unworn
5176,"Jaeger-LeCoultre Vintage
Club Vintage Manual Wind Cream Patina Dial Square Case Serviced w G&F Bracelet","$1,749",Jaeger-LeCoultre,,Jaeger Le Coultre Club,,,,1970 (Approximation),Good,Men's watch/Unisex,,
4623,"Patek Philippe Aquanaut
5087/1A-001","$37,510",Patek Philippe,Aquanaut,5087/1A-001,Quartz,Steel,Steel,Unknown,Very good,Women's watch,"35,2 mm",
6315,"Patek Philippe Perpetual Calendar
パテックフィリップ パーペチュアルカレンダー WG 5140G-001 WG 自動巻","$65,117",Patek Philippe,Perpetual Calendar,5140G-001,Automatic,White gold,Leather,Unknown,Very good,Men's watch/Unisex,37 mm,
1926,,"$15,382",Rolex,Datejust 41,126334,,Steel,Steel,2022,,,41 mm,Unworn
891,"Vacheron Constantin Fiftysix
Day-Date Rose Gold Brown Alligator 40mm","$40,255",Vacheron Constantin,Fiftysix,4400E/000R-B436,,,,2023 (Approximation),Unworn,Men's watch/Unisex,40 mm,
1894,"Hublot Big Bang 44 mm
Ice","$10,000",Hublot,Big Bang 44 mm,301.CT.130.RX,,,,Unknown,Unworn,Men's watch/Unisex,44 mm,
6204,,"$6,715",Rolex,Oyster Perpetual 31,177200,,,,2011,,,31 mm,Very good
10596,"TAG Heuer Professional Golf Watch
sports",$978,TAG Heuer,Professional Golf Watch,WAE1113,Quartz,Titanium,Rubber,2015 (Approximation),Very good,Men's watch/Unisex,30 x 35 mm,
1551,"Omega Speedmaster
Vintage OMEGA SPEEDMASTER MARKII TELESTOP Ref. 145.037","$4,788",Omega,Speedmaster,,,,,1975 (Approximation),Good,Men's watch/Unisex,42 mm,
12937,"Cartier Clé de Cartier
Large Steel with Silvered Sunray Flinqué Guilloche Dial WSCL0018",Price on request,Cartier,Clé de Cartier,WSCL0018,,,,Unknown,Unworn,Men's watch/Unisex,40 mm,
57102,,"$14,519",Rolex,Submariner (No Date),14060,,,,1998,,,40 mm,Very good
7496,"Hublot Big Bang Unico
King Gold 411.OX.1180.OX","$25,594",Hublot,Big Bang Unico,411.OX.1180.OX,Automatic,,,2017 (Approximation),Very good,Men's watch/Unisex,44 mm,
33749,,"$7,000",Rolex,Oyster Perpetual 34,124200 bluio,,,,2023,,,34 x 5 mm,
1926,"Audemars Piguet Royal Oak Jumbo
5402 Jumbo A Series 3 Digit",Price on request,Audemars Piguet,Royal Oak Jumbo,,,,,Unknown,Very good,,40 mm,
35176,"Omega Seamaster Planet Ocean
6000M \"Ultra Deep\"",Price on request,Omega,Seamaster Planet Ocean,215.30.46.21.06.001,,,,2022,New,Men's watch/Unisex,,
17454,,"$17,477",Rolex,Submariner Date,126610LN,,,,2023,,,41 x 40 mm,New
27423,"Omega Seamaster Railmaster
lollipop","$11,230",Omega,Seamaster Railmaster,CK2914,,,,1958 (Approximation),Very good,Men's watch/Unisex,38 mm,
10624,,"$7,877",Rolex,Oyster Perpetual Date,15223,,,,1991,,,35 mm,Very good
8956,,"$28,213",Rolex,Datejust 36,126281RBR,,Gold/Steel,Gold/Steel,2023 (Approximation),,,36 x 44 mm,Unworn
4069,"Longines Master Collection
L29194516 - Master Collection Automatic Black Dial Men's Watch","$2,893",Longines,Master Collection,L29194516,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,42.00 mm,
2091,"Oris Big Crown ProPilot Chronograph
01 774 7699 4063-07 8 22 19","$2,873",Oris,Big Crown ProPilot Chronograph,01 774 7699 4063-07 8 22 19,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,44 mm,
11796,"Oris ProPilot X
Calibre 400 Titanium Automatic 39 mm","$4,198",Oris,ProPilot X,01 400 7778 7158-07 7 20 01TLC,,,,Unknown,New,Men's watch/Unisex,39 mm,
6865,"Breitling Chronomat
Limitiert Edition 100 Anniversary","$4,486",Breitling,Chronomat,D13050,,,,2000,Very good,Men's watch/Unisex,40 mm,
6439,"Seiko 5 Sports
SNZG13K1",$229,Seiko,5 Sports,SNZG13K1,,,,2020,New,Men's watch/Unisex,41 mm,
3178,"Longines Présence
L49214922 - Presence Automatic Blue Dial Men's Watch","$1,556",Longines,Présence,L49214922,Automatic,Steel,Leather,Unknown,New,Men's watch/Unisex,38.50 mm,
5004,"Patek Philippe Calatrava
Pilot Travel Time","$45,490",Patek Philippe,Calatrava,7234G-001,Automatic,White gold,Leather,2022,Very good,Men's watch/Unisex,37.5 mm,
60712,,"$6,639",Rolex,Datejust 36,16233G,,,,Unknown,,,36 mm,Very good
1260,"Seiko 5 Sports
Automatic Ratio Brown Leather SNZG09K1-var-LS9 Men's Watch",$170,Seiko,5 Sports,SNZG09K1,Automatic,Steel,Leather,Unknown,New,Men's watch/Unisex,42 mm,
38678,"Omega Seamaster Aqua Terra
Stahl Quarz Herrenuhr Ref. 231.10.39.60.06.001 B&P 2017","$2,907",Omega,Seamaster Aqua Terra,231.10.39.60.06.001,Quartz,Steel,Steel,Unknown,Good,Men's watch/Unisex,38.5 mm,
1053,"Panerai Luminor
Blu Mare 44 mm","$6,483",Panerai,Luminor,PAM01085 or PAM1085,,,,Unknown,New,Men's watch/Unisex,44 mm,
13560,"Breitling Transocean Chronograph
Stahl 43mm black dial Klassiker Dresswatch Automatic","$4,830",Breitling,Transocean Chronograph,AB015212,Automatic,Steel,Leather,2012,Very good,Men's watch/Unisex,43 mm,
65569,,"$3,107",Rolex,Oyster Perpetual Lady Date,6917,,,,1971,,,26 mm,Very good
407,"Sinn
EZM 1.0","$8,933",Sinn,,503,,,,2015 (Approximation),Very good,Men's watch/Unisex,,
656,,"$114,344",Rolex,Day-Date 40,228398TBR A CHAMP,,Yellow gold,Yellow gold,2022,,,40 x 48 mm,Unworn
460,"Breitling Navitimer 1 B01 Chronograph
43 AB0138241K1P1","$8,696",Breitling,Navitimer 1 B01 Chronograph,AB0138241K1P1,,,,2023,New,Men's watch/Unisex,43 mm,
30819,"Omega Speedmaster Date
Chronograph Date","$4,731",Omega,Speedmaster Date,32321404001001,Automatic,Steel,Steel,2009,Very good,Men's watch/Unisex,40 mm,
16651,"Breitling Montbrillant
1461 Navitimer Silver Dial Automatic Steel A19030","$5,495",Breitling,Montbrillant,A19030,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,41.5 mm,
2947,"Omega De Ville Prestige
Co-axial",Price on request,Omega,De Ville Prestige,424.10.33.20.56.002,Automatic,Steel,Steel,2023,New,Women's watch,32.7 mm,
29502,,"$44,179",Rolex,Sky-Dweller,326238,,Yellow gold,Rubber,2022,,,42 mm,Very good
99,"Seiko 5 Sports
Automatic Military Black Canvas NATO Strap SNZG15K1",$308,Seiko,5 Sports,SNZG15K1,Automatic,Steel,Textile,2021 (Approximation),New,Men's watch/Unisex,41 mm,
60446,,"$5,025",Rolex,Oyster Perpetual Date,15210,,Steel,Steel,1996 (Approximation),,,34 mm,Very good
6377,"Richard Mille RM 028
•in Stock•Rm 028 Diver•Full Service•Unworn•","$123,132",Richard Mille,RM 028,RM28,,,,Unknown,Unworn,Men's watch/Unisex,47 mm,
3254,"Panerai
Radiomir California","$7,990",Panerai,,PAM 00931,,,,2022,Very good,Men's watch/Unisex,47 x 16 mm,
11592,"Cartier Lanières
18k 'small'","$5,451",Cartier,Lanières,2544,Quartz,White gold,Lizard skin,Unknown,Very good,Women's watch,14.5 x 27 mm,
6387,"Seiko Astron GPS Solar
SBXC011/SSH011J1 NEW SEIKO SBXC011 Astron 5X GPS SOLAR Solar","$1,466",Seiko,Astron GPS Solar,SBXC011,,,,Unknown,New,Men's watch/Unisex,,
11856,"Cartier 21 Must de Cartier
Ref. 1330 Full Set 1998 Italian Warranty","$2,077",Cartier,21 Must de Cartier,1330,,,,1998,Very good,Women's watch,31 mm,
13375,"Longines
Chronograph Date 18k Gold Automatik 39mm Ref: 1301.32 Rosegold","$4,871",Longines,,,,,,1995,Very good,Men's watch/Unisex,39 x 41 mm,
6757,"Audemars Piguet Royal Oak Dual Time
25730ST","$48,000",Audemars Piguet,Royal Oak Dual Time,25730ST,,,,1996,Very good,Men's watch/Unisex,36 mm,
31869,,"$74,088",Rolex,Sea-Dweller,1665,,Steel,Steel,1973,,,40 mm,Very good
54974,,"$8,920",Rolex,Oyster Perpetual 41,124300,,Steel,Steel,2021,,,41 mm,Good
15541,"Cartier Santos
De Cartier Skeleton 18K Gold Chandelier Diamonds - Same Worn By Dave East On Album","$99,937",Cartier,Santos,,,,,Unknown,Very good,Men's watch/Unisex,39.8 x 47.5 mm,
971,"TAG Heuer Aquaracer Lady
WBD1310.BA0740","$1,529",TAG Heuer,Aquaracer Lady,WBD1310.BA0740,Quartz,Steel,Steel,2023,New,Women's watch,32 mm,
5025,"Panerai Special Editions
507 BRONZO II NEU Unworn 2014 Box + Papiere FULL SET SOFORT","$46,088",Panerai,Special Editions,PAM00507,Automatic,Bronze,Leather,2014,New,Men's watch/Unisex,,
16155,,"$11,229",Rolex,Datejust 41,126300,,,,2017,,,41 mm,
12152,"Audemars Piguet Royal Oak
15413BC.YY.1220BC.01","$294,950",Audemars Piguet,Royal Oak,15413BC.YY.1220BC.01,Automatic,White gold,White gold,2021,Very good,Men's watch/Unisex,41 mm,
43586,,"$21,500",Rolex,GMT-Master II,126711CHNR,,,,2022,,,40 mm,Very good
6805,"Cartier Pasha
1033","$2,682",Cartier,Pasha,1033,,,,Unknown,Good,Men's watch/Unisex,38 mm,
5248,"Zenith
Chronomaster Revival A3818 \"Cover Girl\"","$10,747",Zenith,,03.A3818.400/51.M3818,,,,2020,Very good,Men's watch/Unisex,37 mm,
15952,"Cartier Roadster
GMT Silver Dial Stainless Steel Mens Watch W62032X6","$4,840",Cartier,Roadster,W62032X6,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,48 x 43 mm,
6093,"Cartier Santos Galbée
187901","$2,769",Cartier,Santos Galbée,187901,Quartz,Gold/Steel,Leather,1998 (Approximation),Very good,Men's watch/Unisex,29 x 41 mm,
3322,"Audemars Piguet Royal Oak
15500ST","$48,970",Audemars Piguet,Royal Oak,15500ST,Automatic,Steel,Steel,Unknown,Good,Men's watch/Unisex,41 mm,
2657,"Seiko 5 Sports
Silver Dial Black Leather Strap Mens Watch SRPE79K1",$336,Seiko,5 Sports,SRPE79K1,Automatic,Steel,Leather,2020,New,Men's watch/Unisex,43 mm,
16908,"Omega De Ville Prestige
Power Reserve Co-Axial","$4,754",Omega,De Ville Prestige,424.13.40.21.03.001,Automatic,Steel,Crocodile skin,2023,New,Men's watch/Unisex,39.5 mm,
20844,"Omega Speedmaster
Master Chronometer Chronograph","$8,551",Omega,Speedmaster,329.32.43.51.02.001,,,,2023 (Approximation),Unworn,Men's watch/Unisex,43 mm,
13089,,"$11,850",Rolex,Air King,116900,,,,2022,,,40 mm,Very good
5475,"TAG Heuer Formula 1 Quartz
Grande Date",$621,TAG Heuer,Formula 1 Quartz,WAH1010,,,,Unknown,Good,Men's watch/Unisex,44 mm,
6330,"Audemars Piguet Royal Oak Offshore Chronograph
25721TI.OO.1000TI.04.A","$33,857",Audemars Piguet,Royal Oak Offshore Chronograph,25721TI.OO.1000TI.04.A,Automatic,Titanium,Titanium,2009,Very good,Men's watch/Unisex,44 mm,
7145,"TAG Heuer Carrera
Calibre Heuer 02 Chronograph 44mm Ref. CBN2A10.BA0643 Green Dial","$5,722",TAG Heuer,Carrera,CBN2A10.BA0643,,,,Unknown,New,Men's watch/Unisex,44 mm,
21684,"Omega Seamaster DeVille
De Ville",$911,Omega,Seamaster DeVille,166.020,,,,1961 (Approximation),Good,Men's watch/Unisex,34 x 40 mm,
739,"Longines
L2.909.4.51.7 L29094517","$2,136",Longines,,L2.909.4.51.7,,,,2023 (Approximation),Unworn,Men's watch/Unisex,,
13975,"Breitling Superocean 42
Automatic 42 N17375201l1s1","$4,695",Breitling,Superocean 42,N17375201L1S1,,,,2023,New,Men's watch/Unisex,42 mm,
2284,"Longines Elegant
L4.810.5.11.7","$2,492",Longines,Elegant,L4.810.5.11.7,Automatic,Gold/Steel,Gold/Steel,2023,New,,37 mm,
8750,"Tudor Black Bay
Harrods 2023","$6,100",Tudor,Black Bay,79230G,,,,2023 (Approximation),Unworn,Men's watch/Unisex,41 mm,
34579,,"$8,995",Rolex,Datejust,,,Steel,,Unknown,,,31 mm,Very good
470,"Longines DolceVita
L5.512.5.75.7","$2,346",Longines,DolceVita,L5.512.5.75.7,Quartz,Rose gold,Rose gold,2023,New,Women's watch,23.3 x 37 mm,
6534,"Omega Constellation Quartz
Herren Uhr Stahl 32mm Vintage Schön Armbanduhr Om026",$911,Omega,Constellation Quartz,,,,,Unknown,Good,,32 mm,
26740,"Omega
2498-9 SC TURLER ヴィンテージ Cal.283 手巻き メンズ 759043 中古",$603,Omega,,,,,,Unknown,Fair,Men's watch/Unisex,35 mm,
6288,"Richard Mille RM 011
Sapphire Case AET","$310,683",Richard Mille,RM 011,RM011,,,,Unknown,Very good,Men's watch/Unisex,50 x 40 mm,
28463,,"$4,796",Rolex,Air King,14000M,,,,Unknown,,,34 mm,Very good
8639,"Breitling Superocean 46
Automatic 46 2021 UNWORN","$4,546",Breitling,Superocean 46,M17368D71C1S1,Automatic,Steel,Rubber,2021,Unworn,Men's watch/Unisex,46 mm,
8734,"Seiko 5 Sports
Automatic 4R36 watch SBSA167/SRPJ11",$254,Seiko,5 Sports,,,,,2022 (Approximation),New,Men's watch/Unisex,,
9138,"Cartier Panthère
1320","$3,100",Cartier,Panthère,1320,Quartz,Steel,Steel,2010 (Approximation),Very good,Women's watch,20 x 22 mm,
14506,"Seiko
6139-6022",$806,Seiko,,,,,,1969,Fair,Men's watch/Unisex,40 x 46 mm,
7891,"Audemars Piguet Royal Oak Selfwinding
AUTHORISED FULL SERVICE 11-21","$75,748",Audemars Piguet,Royal Oak Selfwinding,15300ST.OO.1220ST.02,,,,2007,Very good,Men's watch/Unisex,39 mm,
24434,"Omega Speedmaster
オメガ スピードマスター クロノスコープ マスタークロノメーター 329.30.43.51.02.002","$5,772",Omega,Speedmaster,329.30.43.51.02.002,Manual winding,Steel,Steel,Unknown,Very good,,43 mm,
3501,"TAG Heuer Aquaracer 300M
 Professional 300 Automatic Watch 43 mm Steel","$3,135",TAG Heuer,Aquaracer 300M,WBP201C.BA0632,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,43 mm,
2366,"Patek Philippe Annual Calendar
Blue Dial","$83,395",Patek Philippe,Annual Calendar,5396/1G-001,,,,2013,Good,Men's watch/Unisex,38 mm,
38104,"Omega Speedmaster Racing
329.32.44.51.01.001","$6,948",Omega,Speedmaster Racing,329.32.44.51.01.001,Automatic,Steel,Leather,2019,Very good,Men's watch/Unisex,44.2 mm,
402,"Breitling
Premier B01 Chronograph",Price on request,Breitling,,AB0145211G1P1,,,,2023 (Approximation),Unworn,Men's watch/Unisex,42 mm,
34793,"Omega De Ville Prestige
Master Chronometer Power Reserve Automati 41MM","$5,289",Omega,De Ville Prestige,434.13.41.21.03.001,,,,2023,New,Men's watch/Unisex,41 mm,
10565,"Omega Seamaster Aqua Terra
231.13.43.22.01.001 - Seamaster Automatic Black Dial Stainless Steel Men's Watch","$5,216",Omega,Seamaster Aqua Terra,231.13.43.22.01.001,Automatic,Steel,Leather,Unknown,New,Men's watch/Unisex,43 mm,
7227,"TAG Heuer Formula 1 Quartz
PROFESSIONAL",$575,TAG Heuer,Formula 1 Quartz,,,,,1987 (Approximation),Very good,Men's watch/Unisex,34 mm,
29288,,"$11,838",Rolex,GMT-Master II,116710LN,,Steel,Steel,Unknown,,,40 mm,Very good
14226,"Seiko
Turtle",$618,Seiko,,6309-7049,,,,1983,Good,Men's watch/Unisex,44 mm,
66,,"$19,072",Rolex,Submariner Date,126613LN,,Gold/Steel,Gold/Steel,2023,,,41 mm,Unworn
1829,"Tudor Black Bay
79230R - Heritage Black Bay Stainless Steel Automatic Black Dial Men's Watch","$4,224",Tudor,Black Bay,79230R,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,41 mm,
8675,"Patek Philippe Perpetual Calendar Chronograph
41mm Grand Complication 5270/1R-001","$162,000",Patek Philippe,Perpetual Calendar Chronograph,5270/1R-001,,,,Unknown,Very good,Men's watch/Unisex,41 mm,
2440,"Breitling
Premier Chronograph 42mm","$7,270",Breitling,,AB0118221C1P1,,,,2023,Unworn,Men's watch/Unisex,42 mm,
35780,,Price on request,Rolex,Datejust 41,126334,,,,2022,,,41 mm,Very good
9367,"Cartier Tank Américaine
Americane","$5,595",Cartier,Tank Américaine,1713,,,,Unknown,Very good,Women's watch,,
14673,"Seiko Chronograph
Automatic",$978,Seiko,Chronograph,6139-8002,,,,1971,Very good,Men's watch/Unisex,41 mm,
