id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition,price_double
2852,N/A,"$12,108",Rolex,Datejust 41,126300,N/A,Steel,Steel,2022,N/A,N/A,41 x 48 mm,Very good,12108.0
3350,"Breitling Endurance Pro
X82310A71B1S1","$3,278",Breitling,Endurance Pro,X82310A71B1S1,N/A,N/A,N/A,2023,Unworn,Men's watch/Unisex,44 mm,N/A,3278.0
15268,"Longines Evidenza
Ladies Quartz Black Lacquered Diamond Numeral Dial","$2,850",Longines,Evidenza,N/A,N/A,N/A,N/A,Unknown,Very good,Women's watch,33.1 x 38.75 mm,N/A,2850.0
5144,"Seiko
(セイコー) SEIKO 5 STREET FIGHTER SBSA080 SRPF20K1 KEN Model WATCH",$375,Seiko,N/A,SBSA080,N/A,N/A,N/A,Unknown,New,N/A,N/A,N/A,375.0
1836,"TAG Heuer Aquaracer Lady
WAY1395.BH0716 - Aquaracer Quartz Black Dial Diamond Ladies Watch","$3,522",TAG Heuer,Aquaracer Lady,WAY1395.BH0716,Quartz,Ceramic,Ceramic,Unknown,New,Women's watch,35 mm,N/A,3522.0
65666,N/A,"$13,292",Rolex,Explorer II,226570,N/A,N/A,N/A,2022,N/A,N/A,42 mm,Very good,13292.0
9979,"Hublot King Power
Split Second Chronograph Limitiert Ref. 709.OM.1780.RX Service","$17,080",Hublot,King Power,709.OM.1780.RX,Automatic,Titanium,Crocodile skin,2010,Very good,Men's watch/Unisex,48 mm,N/A,17080.0
37012,N/A,"$50,000",Rolex,Day-Date 40,228235,N/A,Rose gold,Rose gold,2022,N/A,N/A,40 mm,Unworn,50000.0
17596,N/A,"$3,498",Rolex,Oyster Precision,6426,N/A,Steel,Steel,1970,N/A,N/A,34 x 42 mm,Very good,3498.0
9750,"Audemars Piguet Royal Oak Offshore Chronograph
44mm Carbon 26400AU.OO.A002CA.01 Excellent Condition","$34,500",Audemars Piguet,Royal Oak Offshore Chronograph,26400AU.OO.A002CA.01,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,44 mm,N/A,34500.0
21653,N/A,"$23,112",Rolex,Explorer,1016,N/A,N/A,N/A,1980,N/A,N/A,36 mm,Very good,23112.0
10187,"Breitling
Sprint Chronograph","$2,990",Breitling,N/A,2016,N/A,N/A,N/A,1970 (Approximation),Good,Men's watch/Unisex,40 mm,N/A,2990.0
22473,N/A,"$10,900",Rolex,Datejust 41,126300,N/A,N/A,N/A,Unknown,N/A,N/A,41 mm,Unworn,10900.0
59192,N/A,Price on request,Rolex,Submariner Date,16610,N/A,N/A,N/A,1996,N/A,N/A,40 mm,Very good,0.0
61403,N/A,"$11,129",Rolex,N/A,78363,N/A,N/A,N/A,2001 (Approximation),N/A,N/A,36 mm,Good,11129.0
19690,"Omega Speedmaster '57
Co-Axial Master Chronometer Chronograph Men’s Watch","$9,150",Omega,Speedmaster '57,332.10.41.51.01.001,Manual winding,Steel,Steel,2023,New,Men's watch/Unisex,40.5 mm,N/A,9150.0
9470,"Breitling Superocean 42
A17375211B1A1","$4,014",Breitling,Superocean 42,A17375211B1A1,N/A,N/A,N/A,2023,Good,Men's watch/Unisex,42 mm,N/A,4014.0
2922,"Hublot Big Bang 41 mm
Steel Ceramic","$13,509",Hublot,Big Bang 41 mm,341.SB.131.RX,Automatic,Steel,Rubber,2023,New,Men's watch/Unisex,41 mm,N/A,13509.0
12235,"Omega Constellation Ladies
Salmon Pink Dial My Choice Quartz Mini 15616100","$2,099",Omega,Constellation Ladies,N/A,Quartz,Steel,Steel,2003 (Approximation),Good,Women's watch,"Omega Constellation My Choice Quartz Mini





Box & Papers: triple box, instruction booklet, cardholder and warranty card dated 7 Mar 2003 (Singapore)





SKU: +163/Z





 





Ref: 15616100





Serial: 5785xxxx





Year: 2003





Dial: original Omega dial in pink/salmon tone with pyramid hour markers





Movement: Swiss quartz





Crystal: sapphire





Bezel type: stainless steel





Case: stainless steel





Case diameter: 22.5mm (excludes crown)





Crown: pull/push crown





Caseback: stainless steel





Band: stainless steel",N/A,2099.0
309,"Cartier Cougar
Gents Wristwatch Panthère Cougar","$2,503",Cartier,Cougar,N/A,Quartz,Steel,Steel,Unknown,N/A,Men's watch/Unisex,32.7 mm,N/A,2503.0
3663,"Breitling Superocean Heritage II 42
AB2010161C1A1","$4,601",Breitling,Superocean Heritage II 42,AB2010161C1A1,N/A,N/A,N/A,2023,Unworn,Men's watch/Unisex,42 mm,N/A,4601.0
3362,"Patek Philippe Complications
5172G Unworn Full Set",Price on request,Patek Philippe,Complications,5172G-001,N/A,N/A,N/A,2023,New,Men's watch/Unisex,41 mm,N/A,0.0
40486,N/A,"$11,950",Rolex,Datejust 36,116231,N/A,N/A,N/A,Unknown,N/A,N/A,36 mm,Very good,11950.0
8686,"Audemars Piguet Royal Oak Chronograph
26331OR.OO.D821CR.01",Price on request,Audemars Piguet,Royal Oak Chronograph,26331OR.OO.D821CR.01,N/A,N/A,N/A,2019,Unworn,Men's watch/Unisex,41 mm,N/A,0.0
5935,"Patek Philippe Annual Calendar
5205G-010","$41,091",Patek Philippe,Annual Calendar,5205G-010,N/A,N/A,N/A,2015,Very good,Men's watch/Unisex,40 mm,N/A,41091.0
53202,N/A,"$9,948",Rolex,Datejust 31,68274,N/A,N/A,N/A,Unknown,N/A,N/A,31 mm,Very good,9948.0
15773,"Breitling Navitimer 1 B01 Chronograph
43 Boeing 747 Limited Edition NEW UNWORN AB01383B1G1A1","$12,800",Breitling,Navitimer 1 B01 Chronograph,AB01383B1G1A1,N/A,N/A,N/A,2023,New,Men's watch/Unisex,43 mm,N/A,12800.0
1642,"Cartier Baignoire
Allongée Medium Model",Price on request,Cartier,Baignoire,WJBA0016,Manual winding,Rose gold,Crocodile skin,2023,Unworn,Women's watch,47 x 21 mm,N/A,0.0
71699,N/A,"$5,875",Rolex,Oyster Perpetual Date,15210,N/A,Steel,Steel,2006,N/A,N/A,34 mm,Very good,5875.0
32336,"Omega Speedmaster Racing
Master Co-Axial 44,25mm 2019","$7,924",Omega,Speedmaster Racing,329.30.44.51.01.001,N/A,N/A,N/A,2019,Very good,Men's watch/Unisex,N/A,N/A,7924.0
15126,"Omega De Ville
434.10.34.20.03.002","$5,073",Omega,De Ville,434.10.34.20.03.002,N/A,N/A,N/A,2023,Unworn,Women's watch,34 mm,N/A,5073.0
25506,N/A,"$37,075",Rolex,Day-Date 36,118388A,N/A,N/A,N/A,Unknown,N/A,N/A,36 mm,Very good,37075.0
5244,N/A,"$13,932",Rolex,Lady-Datejust,279171,N/A,Gold/Steel,Gold/Steel,2019,N/A,N/A,28 mm,Very good,13932.0
69786,N/A,"$24,846",Rolex,GMT-Master II,126710BLRO,N/A,Steel,Steel,2021,N/A,N/A,40 mm,Unworn,24846.0
4809,"Audemars Piguet Royal Oak
Medium Ref-TR56175 Quartz 34mm 18k Rose Gold TANTALUM Papers Bj-1990","$21,783",Audemars Piguet,Royal Oak,N/A,Quartz,Rose gold,Rose gold,1990,Very good,Men's watch/Unisex,34 mm,N/A,21783.0
47263,N/A,"$25,955",Rolex,Sky-Dweller,326933,N/A,N/A,N/A,Unknown,N/A,N/A,42 mm,Unworn,25955.0
3561,"Jaeger-LeCoultre Atmos
HERMÈS Atmos Clock in Saint-Louis Crystal LIMITED SERIES 176 UNITS","$80,628",Jaeger-LeCoultre,Atmos,N/A,N/A,N/A,N/A,2014,Unworn,N/A,N/A,N/A,80628.0
1644,"Omega Speedmaster Professional Moonwatch
Alaska Project","$25,082",Omega,Speedmaster Professional Moonwatch,311.32.42.30.04.001,N/A,N/A,N/A,2009,Very good,Men's watch/Unisex,42 mm,N/A,25082.0
14247,"Cartier Santos
AC14.30gr 18k & Stainless Steel 23mm watch AC14.30GR","$4,150",Cartier,Santos,N/A,Automatic,N/A,N/A,Unknown,Good,N/A,23 mm,N/A,4150.0
2502,"Jaeger-LeCoultre Master Memovox
control memovox timer Q410848J Belt not included","$16,681",Jaeger-LeCoultre,Master Memovox,Q410848J,Automatic,Steel,Crocodile skin,2021 (Approximation),Very good,Men's watch/Unisex,40 mm,N/A,16681.0
9703,"Audemars Piguet Royal Oak Lady
33mm Rose Gold 67650OR.OO.1261OR.01 MINT","$43,800",Audemars Piguet,Royal Oak Lady,67650OR.OO.1261OR.01,N/A,N/A,N/A,2018 (Approximation),Very good,Women's watch,33 mm,N/A,43800.0
1496,"Tudor Prince Date
Oyster Date Steel Automatic Mens Watch 74034 BF553062","$1,678",Tudor,Prince Date,74034,Automatic,Steel,Steel,Unknown,Good,Men's watch/Unisex,34 mm,N/A,1678.0
4773,"Cartier Pasha C
パシャC ビッグデイト Ref.W31058M7 中古品 レディース 腕時計","$1,791",Cartier,Pasha C,W31058M7,N/A,N/A,N/A,Unknown,Good,N/A,35 mm,N/A,1791.0
11178,"Patek Philippe Nautilus
Diamond Bezel Silver Index Dial Reference #7118/1200A-010","$85,000",Patek Philippe,Nautilus,7118/1200A-010,N/A,N/A,N/A,2022,New,Women's watch,35.2 mm,N/A,85000.0
12365,"TAG Heuer Carrera
CAR2115-0 Chronograph Blue Dial","$2,250",TAG Heuer,Carrera,N/A,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,41 mm,N/A,2250.0
28384,"Omega Constellation
168009/168017",Price on request,Omega,Constellation,N/A,Automatic,Rose gold,Leather,1965,Very good,Men's watch/Unisex,35 mm,N/A,0.0
1538,"Jaeger-LeCoultre Master Geographic
ジャガー・ルクルト ジオグラフィーク ファーストモデル QA169102 169.1.92","$14,777",Jaeger-LeCoultre,Master Geographic,N/A,Automatic,Yellow gold,N/A,Unknown,Very good,N/A,38 mm,N/A,14777.0
910,"TAG Heuer Carrera
160 years anniversary automatic chronograph 44 mm cbn2a1e.ba0643","$5,348",TAG Heuer,Carrera,CBN2A1E.BA0643,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,44 mm,N/A,5348.0
2718,"Omega Seamaster Planet Ocean
215.92.46.22.01.001","$12,360",Omega,Seamaster Planet Ocean,215.92.46.22.01.001,Automatic,Ceramic,Rubber,2023,New,Men's watch/Unisex,45.5 mm,N/A,12360.0
1140,"Cartier Santos 100
W20076X8","$4,845",Cartier,Santos 100,W20076X8,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,N/A,N/A,4845.0
5323,"Cartier Santos
de Cartier MM WGSA0012","$13,838",Cartier,Santos,WGSA0012,Automatic,Rose gold,N/A,2018 (Approximation),Very good,Men's watch/Unisex,35.1 mm,N/A,13838.0
15093,"Omega Speedmaster
Moonwatch White Side of the Moon 311.93.44.51.04","$13,225",Omega,Speedmaster,311.93.44.51.04.002,N/A,N/A,N/A,2022,Unworn,Men's watch/Unisex,"44,25 mm",N/A,13225.0
10996,"Patek Philippe Complications
4968R-001",Price on request,Patek Philippe,Complications,4968R-001,N/A,N/A,N/A,Unknown,Unworn,Women's watch,33.3 mm,N/A,0.0
12607,"Audemars Piguet Royal Oak Offshore Lady
37 FACTORY DIAMONDS Silver Dial Rubber","$21,995",Audemars Piguet,Royal Oak Offshore Lady,67540SK.ZZ.A010CA.01,N/A,N/A,N/A,Unknown,Good,Women's watch,37 mm,N/A,21995.0
8924,"Omega De Ville Prestige
co-axial 424.10.40.20.03.001","$3,566",Omega,De Ville Prestige,424.10.40.20.03.001,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,39.5 mm,N/A,3566.0
15046,"Breitling Superocean Heritage II 46
B20 Automatic 46 Stainless Steel Men's Watch","$5,008",Breitling,Superocean Heritage II 46,AB2020161C1S1,Automatic,N/A,N/A,Unknown,New,Men's watch/Unisex,46 mm,N/A,5008.0
12528,"Cartier Ballon Bleu 42mm
XL 18K 42mm Gold Automatic Diamonds","$8,999",Cartier,Ballon Bleu 42mm,N/A,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,42 mm,N/A,8999.0
8506,"Hublot Big Bang Unico
411.YL.5190.NR.ITI16","$16,569",Hublot,Big Bang Unico,411.YL.5190.NR.ITI16,N/A,N/A,N/A,2017 (Approximation),Very good,Men's watch/Unisex,45 mm,N/A,16569.0
18918,N/A,"$10,746",Rolex,Submariner Date,16610,N/A,Steel,Steel,2005 (Approximation),N/A,N/A,40 mm,Good,10746.0
54905,N/A,"$4,095",Rolex,Datejust,N/A,N/A,Steel,Yellow gold,Unknown,N/A,N/A,26 mm,Good,4095.0
71222,N/A,"$36,868",Rolex,Daytona,116519,N/A,White gold,N/A,2006,N/A,N/A,40 mm,Good,36868.0
6419,"IWC Pilot Spitfire UTC
SCHAFFHAUSEN IWC パイロットウォッチ フリーガー UTC IW325102 自動巻き メンズ_701744 中古","$3,081",IWC,Pilot Spitfire UTC,IW325102,Automatic,Steel,Leather,Unknown,Fair,Men's watch/Unisex,39 mm,N/A,3081.0
4336,"Tudor Sport Aeronaut
GMT","$2,864",Tudor,Sport Aeronaut,20200,N/A,N/A,N/A,2010,Very good,Men's watch/Unisex,41 mm,N/A,2864.0
407,"Cartier Santos 100
Chronograph 2935 2012 White Dial Box & Papers","$26,879",Cartier,Santos 100,2935,N/A,N/A,N/A,2012,Very good,Women's watch,N/A,N/A,26879.0
3313,"Cartier Pasha
white gold ref 1990","$9,114",Cartier,Pasha,1990,Automatic,White gold,Leather,1990 (Approximation),Very good,Men's watch/Unisex,38 mm,N/A,9114.0
6024,"Zenith El Primero Chronograph
Steel Chronograph Skeleton Dial Men Watch 03.2081.400/78.C813","$9,499",Zenith,El Primero Chronograph,N/A,N/A,N/A,N/A,2020,Very good,Men's watch/Unisex,42 mm,N/A,9499.0
9731,"Hublot Big Bang Unico
Titanium PavÃ Men’s Watch","$30,050",Hublot,Big Bang Unico,421.NX.1170.RX.1704,Automatic,N/A,N/A,2023,New,Men's watch/Unisex,45 mm,N/A,30050.0
9217,"Patek Philippe Aquanaut
Luce Quartz Stainless Steel 38.8 MM - White Rubber Strap - Diamond Bezel - White Dial - 5267/200A-010","$62,000",Patek Philippe,Aquanaut,N/A,Quartz,Gold/Steel,N/A,2023,N/A,N/A,8 x 9 mm,N/A,62000.0
57481,N/A,"$27,270",Rolex,Daytona,116503,N/A,Gold/Steel,Gold/Steel,2023,N/A,N/A,40 mm,New,27270.0
24614,"Omega
コンステレーション フラットベゼル クォーツ レディース 751873 中古",$414,Omega,N/A,N/A,N/A,N/A,N/A,Unknown,Fair,Women's watch,22 mm,N/A,414.0
12476,"Longines Conquest Classic
L2.785.5.76.7","$2,650",Longines,Conquest Classic,L2.785.5.76.7,N/A,N/A,N/A,2018,New,Men's watch/Unisex,40 mm,N/A,2650.0
11657,"Patek Philippe
Gondolo 10-Day Tourbillon Watch 5101P-010","$195,500",Patek Philippe,N/A,5101P-010,N/A,N/A,N/A,Unknown,Good,Men's watch/Unisex,51 x 29 mm,N/A,195500.0
1779,"Omega Speedmaster
Moonwatch","$6,727",Omega,Speedmaster,311.30.44.51.01.002,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,N/A,N/A,6727.0
2689,"Audemars Piguet Royal Oak Offshore Chronograph
ICED OUT TW-VVSI Diamonds Brillanten Voll besetzt","$43,929",Audemars Piguet,Royal Oak Offshore Chronograph,26170ST.OO.D101CR.03,Automatic,Steel,Rubber,2008,Very good,Men's watch/Unisex,42 mm,N/A,43929.0
6097,"Tudor Black Bay
Heritage Black Bay Ref 79220R","$3,681",Tudor,Black Bay,79220R,N/A,N/A,N/A,2013,Very good,Men's watch/Unisex,41 mm,N/A,3681.0
6201,"Hublot Big Bang 44 mm
301.SB.131.RX","$12,364",Hublot,Big Bang 44 mm,301.SB.131.RX,N/A,N/A,N/A,2023,Unworn,Men's watch/Unisex,44 mm,N/A,12364.0
1113,"Omega Constellation
Constellation","$2,555",Omega,Constellation,N/A,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,N/A,N/A,2555.0
107,"Sinn 142
Space Chronograph 142.BS Lemania cal.5100 Day-Date","$3,395",Sinn,142,N/A,N/A,N/A,N/A,1998 (Approximation),Very good,Men's watch/Unisex,N/A,N/A,3395.0
912,"Omega De Ville Prestige
39.5mm","$5,951",Omega,De Ville Prestige,424.23.40.21.08.001,Automatic,Gold/Steel,Leather,2023,Unworn,Men's watch/Unisex,39.5 mm,N/A,5951.0
2108,"Seiko
SSH047J1","$2,510",Seiko,N/A,SSH047J1,N/A,N/A,N/A,2021 (Approximation),New,Men's watch/Unisex,N/A,N/A,2510.0
3972,"Hublot Big Bang
One Click King Gold Diamonds","$28,347",Hublot,Big Bang,485.OX.1280.RX.1204,N/A,N/A,N/A,2023,Unworn,Women's watch,33 mm,N/A,28347.0
4719,"Patek Philippe Annual Calendar
Komplizierte Uhren","$72,385",Patek Philippe,Annual Calendar,5147G-001,Automatic,White gold,Leather,2022,New,Men's watch/Unisex,39 mm,N/A,72385.0
1797,"TAG Heuer Carrera Calibre 5
WAR201D.BA0723 - Carrera Calibre 5 Day-Date Automatic Silver Dial Men's Watch","$3,387",TAG Heuer,Carrera Calibre 5,WAR201D.BA0723,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,41 mm,N/A,3387.0
15326,N/A,Price on request,Rolex,Oyster Perpetual 41,124300,N/A,Steel,Steel,2021 (Approximation),N/A,N/A,41 mm,New,0.0
3053,"TAG Heuer
Sel Chronograph Gold Plated Steel Mens Watch CG1122 BF558837",$828,TAG Heuer,N/A,N/A,N/A,N/A,N/A,Unknown,Good,Men's watch/Unisex,39 mm,N/A,828.0
102,"Vacheron Constantin Fiftysix
4600E/000R-B441","$23,674",Vacheron Constantin,Fiftysix,4600E/000R-B441,N/A,N/A,N/A,2021,Unworn,Men's watch/Unisex,40 mm,N/A,23674.0
6184,N/A,"$8,690",Rolex,Oyster Perpetual Date,15038,N/A,N/A,N/A,1981,N/A,N/A,34 mm,Very good,8690.0
9494,"Audemars Piguet Royal Oak Selfwinding
39mm Openworked 15305ST.OO.1220ST.01","$139,000",Audemars Piguet,Royal Oak Selfwinding,15305ST.OO.1220ST.01,N/A,N/A,N/A,Unknown,Unworn,Men's watch/Unisex,39 mm,N/A,139000.0
9840,"Hublot Big Bang
One Click King Gold White Full PavÃ Watch","$44,300",Hublot,Big Bang,465.OE.9010.RW.1604,Automatic,Rose gold,Rubber,2023,New,Men's watch/Unisex,39 mm,N/A,44300.0
26355,"Omega
Pendulette „Rocket Line“ anni 60",$798,Omega,N/A,N/A,N/A,N/A,N/A,1963 (Approximation),Incomplete,Men's watch/Unisex,N/A,N/A,798.0
3496,"Zenith Defy Skyline
Dial","$9,956",Zenith,Defy Skyline,03.9300.3620/21.I001,N/A,N/A,N/A,2023 (Approximation),New,Men's watch/Unisex,41 mm,N/A,9956.0
13456,N/A,"$13,429",Rolex,Explorer II,226570,N/A,Steel,Steel,2022,N/A,N/A,42 mm,Unworn,13429.0
18423,"Omega Seamaster
Cosmic Vintage Automatic Gents - 1960's - Exceptional Condition.","$1,703",Omega,Seamaster,N/A,N/A,N/A,N/A,1960 (Approximation),Very good,Men's watch/Unisex,33 mm x 37mm mm,N/A,1703.0
37739,N/A,"$7,950",Rolex,Explorer II,16570,N/A,N/A,N/A,2003,N/A,N/A,40 mm,Very good,7950.0
15573,"Seiko Astron GPS Solar
セイコー アストロン デイト SBXC007/5X53-0AA0 ソーラー電波 メンズ_707147 中古","$1,082",Seiko,Astron GPS Solar,N/A,N/A,N/A,N/A,Unknown,Fair,Men's watch/Unisex,42 mm,N/A,1082.0
4570,"Tudor Black Bay Fifty-Eight
M79030N-0001",N/A,Tudor,Black Bay Fifty-Eight,M79030N-0001,N/A,N/A,N/A,2022,Very good,Men's watch/Unisex,39 mm,N/A,0.0
81,"Cartier Tortue
Monopoussoir Yellow Gold 2356","$50,000",Cartier,Tortue,2356,N/A,N/A,N/A,2006,Very good,Men's watch/Unisex,N/A,N/A,50000.0
4929,"Patek Philippe Nautilus
5980/1ar Flyback Chronograph Stainless Steel Rose Gold 18kt 40.5mm New Full Set","$134,966",Patek Philippe,Nautilus,5980/1AR,Automatic,Gold/Steel,Gold/Steel,Unknown,New,Men's watch/Unisex,40 mm,N/A,134966.0
47462,N/A,"$15,000",Rolex,Datejust 41,126334,N/A,Steel,Steel,2022,N/A,N/A,41 mm,New,15000.0
39158,"Omega Seamaster Diver 300 M
Master Chronometer Watch 210.32.44.51.01.001 Box Card","$6,450",Omega,Seamaster Diver 300 M,210.32.44.51.01.001,Automatic,Steel,Rubber,Unknown,Very good,Men's watch/Unisex,44 mm,N/A,6450.0
326,"Omega Seamaster 300
Master CoAxial 41 Mm","$10,204",Omega,Seamaster 300,233.90.41.21.03.001,Automatic,Titanium,N/A,2023,New,Men's watch/Unisex,41 mm,N/A,10204.0
582,"Sinn
Fliegeruhr Einsatzmesser EZM 3F 41 mm Full-Set 2020","$3,120",Sinn,N/A,603.010,N/A,N/A,N/A,2020,Very good,Men's watch/Unisex,41 mm,N/A,3120.0
6018,"Seiko
Classic",$309,Seiko,N/A,N/A,N/A,N/A,N/A,1960 (Approximation),Very good,Men's watch/Unisex,33 mm,N/A,309.0
4207,"Oris TT1
Chronograph 2015","$2,040",Oris,TT1,01 674 7659 4764-07 4 25 06B,Automatic,Steel,Rubber,2015,Very good,Men's watch/Unisex,45 mm,N/A,2040.0
36894,N/A,"$103,835",Rolex,Day-Date 40,228345RBR CHODMIP,N/A,N/A,N/A,Unknown,N/A,N/A,40 mm,Unworn,103835.0
56739,N/A,"$6,090",Rolex,Air King,14010M,N/A,Steel,Steel,2002,N/A,N/A,34 mm,Very good,6090.0
6279,"Breitling Chronomat 36
Automatic 36 South Sea","$8,972",Breitling,Chronomat 36,A10380611A1P1,N/A,N/A,N/A,2023,Unworn,Women's watch,36 mm,N/A,8972.0
40589,N/A,"$7,390",Rolex,Datejust 36,16203,N/A,N/A,N/A,Unknown,N/A,N/A,36 mm,Very good,7390.0
8217,"Audemars Piguet Royal Oak Offshore Chronograph
39MM Blue Dial , 18k Yellow Gold - Official AP Service 11/2022 25860BA.OO.1110BA.01 1999","$62,549",Audemars Piguet,Royal Oak Offshore Chronograph,25860BA.OO.1110BA.01,Automatic,Yellow gold,Yellow gold,1999,Very good,Men's watch/Unisex,39 mm,N/A,62549.0
1382,"Panerai Luminor GMT Automatic
Titanium Automatic 44mm","$6,345",Panerai,Luminor GMT Automatic,PAM 00089,Automatic,Titanium,Rubber,2002,Very good,Men's watch/Unisex,44 mm,N/A,6345.0
6543,"Richard Mille RM 029
Rose Gold","$165,000",Richard Mille,RM 029,RM029,Automatic,Rose gold,Rubber,2018,Very good,Men's watch/Unisex,N/A,N/A,165000.0
3701,"Jaeger-LeCoultre
MEN´S automatik 18K gold 70s","$3,266",Jaeger-LeCoultre,N/A,N/A,N/A,N/A,N/A,1960,Very good,Men's watch/Unisex,N/A,N/A,3266.0
9780,"Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Chronograph 44mm","$79,000",Audemars Piguet,Royal Oak Offshore Chronograph,26405CE.OO.A030CA.01,N/A,N/A,N/A,2020,Very good,Men's watch/Unisex,44 mm,N/A,79000.0
3736,"Vacheron Constantin Patrimony
Bi-Retrograde","$22,907",Vacheron Constantin,Patrimony,86020/000R-9239,Automatic,Rose gold,Crocodile skin,2017 (Approximation),Very good,Men's watch/Unisex,42.5 mm,N/A,22907.0
1658,"Cartier Tank Louis Cartier
Small Model","$12,229",Cartier,Tank Louis Cartier,WGTA0010,Manual winding,Rose gold,Crocodile skin,2023,Unworn,Women's watch,29.5 x 22 mm,N/A,12229.0
6817,"Breitling Navitimer
1966 Navitimer 806 - Twin Jets + LIP Dial","$6,608",Breitling,Navitimer,806,N/A,N/A,N/A,1966,Very good,Men's watch/Unisex,40 mm,N/A,6608.0
16323,"Seiko Prospex
SRPE33K1",$470,Seiko,Prospex,SRPE33K1,N/A,N/A,N/A,2020 (Approximation),Good,Men's watch/Unisex,43.8 mm,N/A,470.0
40686,N/A,"$6,600",Rolex,Lady-Datejust,69173,N/A,N/A,N/A,Unknown,N/A,N/A,26 mm,Very good,6600.0
56436,N/A,"$10,734",Rolex,Explorer II,16570,N/A,Steel,Steel,1998,N/A,N/A,40 mm,Very good,10734.0
5938,"Patek Philippe Nautilus
5711 blue dial/original paper/Geneva punched","$113,441",Patek Philippe,Nautilus,5711/1A-010,N/A,N/A,N/A,2007,Unworn,Men's watch/Unisex,40 x 38 mm,N/A,113441.0
15467,N/A,"$24,178",Rolex,GMT-Master II,126720VTNR,N/A,N/A,N/A,2023 (Approximation),N/A,N/A,40 mm,Very good,24178.0
5974,"Cartier Tank
Must De Green Limited Edition","$5,745",Cartier,Tank,WSTA0056,N/A,N/A,N/A,2021,Unworn,Men's watch/Unisex,"33,7 x 25,5 mm",N/A,5745.0
35901,"Omega Seamaster Planet Ocean
600M 43.5mm Ref# 215.30.44.21.01.001","$5,785",Omega,Seamaster Planet Ocean,215.30.44.21.01.001,N/A,N/A,N/A,2022,New,Men's watch/Unisex,43.5 mm,N/A,5785.0
5821,N/A,"$14,766",Rolex,Oyster Perpetual 36,126000,N/A,Steel,Steel,2023,N/A,N/A,36 mm,New,14766.0
33431,"Omega Speedmaster Professional Moonwatch
Moonwatch Moonwatch Co-Axial Hesalite","$6,509",Omega,Speedmaster Professional Moonwatch,310.30.42.50.01.001,N/A,N/A,N/A,2022,Very good,Men's watch/Unisex,42 mm,N/A,6509.0
2474,"Hublot
Spirit Of Big Bang Meca-10 45 Mm","$25,129",Hublot,N/A,614.NX.1170.RX,N/A,N/A,N/A,2023,New,Men's watch/Unisex,45 mm,N/A,25129.0
5227,"IWC Pilot Chronograph
IW377710","$5,295",IWC,Pilot Chronograph,IW377710,N/A,N/A,N/A,2017 (Approximation),Very good,Men's watch/Unisex,41 mm,N/A,5295.0
27932,"Omega
FX6040 1958 ヴィンテージ Cal.490 手巻き メンズ 751759 中古",$679,Omega,N/A,N/A,N/A,N/A,N/A,Unknown,Fair,Men's watch/Unisex,34 mm,N/A,679.0
417,"Tudor 1926
M91650-0005","$1,350",Tudor,1926,91650-0005,N/A,N/A,N/A,2023,New,Men's watch/Unisex,41 mm,N/A,1350.0
13838,"Omega Seamaster Aqua Terra
220.10.41.21.06.001","$6,054",Omega,Seamaster Aqua Terra,220.10.41.21.06.001,N/A,N/A,N/A,2023,Unworn,Men's watch/Unisex,41 mm,N/A,6054.0
61891,N/A,"$15,783",Rolex,Lady-Datejust,279171,N/A,N/A,N/A,2020,N/A,N/A,28 mm,Unworn,15783.0
3429,"IWC Big Pilot
Pilot's Watch 43mm Steel Case Blue Dial Blue Calfskin Strap IW329303 NEW - Warranty: 2023","$10,003",IWC,Big Pilot,IW329303,Automatic,Steel,Calf skin,Unknown,New,Men's watch/Unisex,43 mm,N/A,10003.0
10090,"Seiko
セイコー アストロン オリジン ソーラー電波 メンズ 腕時計 チタン 黒文字盤 SBXY003 / 8B63-0AZ0",$486,Seiko,N/A,SBXY003,N/A,N/A,N/A,Unknown,N/A,Men's watch/Unisex,41 mm,N/A,486.0
2957,"Vacheron Constantin Overseas Dual Time
Black dial 2021","$34,390",Vacheron Constantin,Overseas Dual Time,7900V/110A-B546,N/A,N/A,N/A,2021,Very good,Men's watch/Unisex,41 mm,N/A,34390.0
1194,"Oris Aquis
01 400 7769 4157-07 8 22 09PEB","$2,995",Oris,Aquis,01 400 7769 4157-07 8 22 09PEB,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,42 mm,N/A,2995.0
3030,"Oris Divers Sixty Five
01 733 7771 4057-07 8 19 18","$2,124",Oris,Divers Sixty Five,01 733 7771 4057-07 8 19 18,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,38 mm,N/A,2124.0
