id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition,price_double
2104,"Longines Présence
Automatic Presence Stainless","$1,139",Longines,Présence,L4.321.4.72.6,Automatic,Steel,Steel,2023,New,Women's watch,N/A,N/A,1139.0
2146,"Seiko 5 Sports
SRPG31K1 5 Sports Field Sports Style MEN'S WATCH",$260,Seiko,5 Sports,SRPG31K1,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,39 mm,N/A,260.0
4328,"Patek Philippe Aquanaut
Travel Time ref. 5164A-001 Like New Full Set Box & Paper(Italian Paper) Year 2018",Price on request,Patek Philippe,Aquanaut,5164A-001,Automatic,Steel,Rubber,2018,Very good,Men's watch/Unisex,40.8 mm,N/A,0.0
7582,"TAG Heuer Professional Golf Watch
WAE1110-0","$1,380",TAG Heuer,Professional Golf Watch,WAE1110-0,N/A,N/A,N/A,2005 (Approximation),Good,Men's watch/Unisex,N/A,N/A,1380.0
3126,N/A,"$14,276",Rolex,Submariner Date,16610,N/A,Steel,Steel,1999,N/A,N/A,40 mm,Very good,14276.0
5435,"TAG Heuer Monaco
X Gulf","$5,915",TAG Heuer,Monaco,CBL2115.FC6494,Automatic,Steel,Leather,Unknown,New,Men's watch/Unisex,39 mm,N/A,5915.0
4751,"Longines Record
Collection Automatic 38.5 mm","$3,118",Longines,Record,L2.820.5.11.2,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,38.5 mm,N/A,3118.0
8393,"Tudor Glamour Date-Day
56010 Stainless Steel 39mm watch","$2,250",Tudor,Glamour Date-Day,N/A,Automatic,Steel,Crocodile skin,Unknown,Very good,Men's watch/Unisex,39 mm,N/A,2250.0
5917,"Cartier Santos 100
W20126x8 Factory Set Diamond Bezel Mid Size 2878","$6,713",Cartier,Santos 100,2878,N/A,N/A,N/A,2008,Very good,Men's watch/Unisex,33 x 44 mm,N/A,6713.0
32190,N/A,"$12,270",Rolex,Datejust 41,126300,N/A,Steel,Steel,2023,N/A,N/A,41 x 48 mm,New,12270.0
12152,"TAG Heuer 2000
WK1110",$590,TAG Heuer,2000,WK1110,N/A,N/A,N/A,Unknown,Good,Men's watch/Unisex,38 mm,N/A,590.0
7935,"Seiko 5
7S26-01V0 Black Serviced",$345,Seiko,5,7S26-01V0,N/A,N/A,N/A,2000 (Approximation),Good,Men's watch/Unisex,37 x 42 mm,N/A,345.0
10686,"Hublot Classic Fusion
Automatic 38mm 565.nx.1171.lr","$6,458",Hublot,Classic Fusion,565.nx.1171.lr,Automatic,Titanium,Crocodile skin,2023,New,N/A,38 mm,N/A,6458.0
3128,"Oris
オリス ダイバーズ 65　5 DAYS オートマチック Cal.400 01.400.7772.4054 SS メンズ 時計 2310195","$2,181",Oris,N/A,N/A,N/A,N/A,N/A,Unknown,Unworn,Men's watch/Unisex,40 mm,N/A,2181.0
50108,N/A,"$99,500",Rolex,Daytona,116508,N/A,Yellow gold,Yellow gold,2023,N/A,N/A,40 mm,New,99500.0
7831,"TAG Heuer Carrera
WAR2A11.FC6337","$2,016",TAG Heuer,Carrera,WAR2A11.FC6337,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,43 mm,N/A,2016.0
28080,"Omega Genève
Chronostop Calendar 146.009 Stainless Steel YEAR 1969 Manual Cal 920","$1,539",Omega,Genève,146.009,N/A,N/A,N/A,1969,Good,Men's watch/Unisex,35 mm,N/A,1539.0
23818,"Omega Speedmaster Professional Moonwatch
311.33.42.30.01.001","$5,457",Omega,Speedmaster Professional Moonwatch,311.33.42.30.01.001,N/A,N/A,N/A,2021,Good,Men's watch/Unisex,42 mm,N/A,5457.0
604,"Cartier Santos Dumont
WSSA0022",Price on request,Cartier,Santos Dumont,WSSA0022,N/A,N/A,N/A,2023,New,Men's watch/Unisex,43.5 x 31.4 mm,N/A,0.0
5566,"Breitling
Classic AVI Chronograph 42 P-51 Mustang - 18-karätiges Rotgold",Price on request,Breitling,N/A,N/A,N/A,N/A,N/A,2023,New,Men's watch/Unisex,42 mm,N/A,0.0
36746,Omega Seamaster,$790,Omega,Seamaster,N/A,N/A,N/A,N/A,1979 (Approximation),Good,N/A,N/A,N/A,790.0
9537,"Cartier Calibre de Cartier Diver
WSCA0010 ブルー メンズ 自動巻き （2148103499746） 200","$5,519",Cartier,Calibre de Cartier Diver,WSCA0010,Automatic,Steel,Rubber,Unknown,Very good,Men's watch/Unisex,42 mm,N/A,5519.0
841,"Oris Big Crown Pointer Date
01 754 7749 4064-07 5 17 67 Aviation Big Crown",Price on request,Oris,Big Crown Pointer Date,01 754 7749 4064-07 5 17 67,N/A,N/A,N/A,Unknown,New,N/A,36 mm,N/A,0.0
4068,"Audemars Piguet Royal Oak Selfwinding
15300OR.OO.D088CR.02","$33,857",Audemars Piguet,Royal Oak Selfwinding,15300OR.OO.D088CR.02,Automatic,Rose gold,Crocodile skin,Unknown,Very good,Men's watch/Unisex,39 mm,N/A,33857.0
67660,N/A,"$6,214",Rolex,Oyster Perpetual Date,1501,N/A,N/A,N/A,1970,N/A,N/A,35 mm,Very good,6214.0
3521,"Tudor
Geneve steel 37 mm ref 37000 serviced Tudor strap and buckle","$1,553",Tudor,N/A,37000,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,37 mm,N/A,1553.0
62373,N/A,"$19,497",Rolex,Yacht-Master 40,126621,N/A,Gold/Steel,Gold/Steel,2023 (Approximation),N/A,N/A,40 mm,Unworn,19497.0
26473,"Omega Speedmaster Professional Moonwatch
tintin","$17,702",Omega,Speedmaster Professional Moonwatch,31130423001004,N/A,N/A,N/A,2016 (Approximation),Very good,Men's watch/Unisex,N/A,N/A,17702.0
13111,"Breitling Chrono Cockpit
Chronograph Stahl Automatik Herrenuhr Ref. A13357","$2,818",Breitling,Chrono Cockpit,A13357,Automatic,Steel,N/A,Unknown,Very good,Men's watch/Unisex,39 mm,N/A,2818.0
539,"Seiko
International Edition 5 Suits Style Automatic SRPD71K2",$429,Seiko,N/A,SRPD71K2,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,42.5 x 40 mm,N/A,429.0
56872,N/A,"$16,700",Rolex,Datejust 41,126334,N/A,N/A,N/A,Unknown,N/A,N/A,41 mm,Unworn,16700.0
17455,"Seiko Presage
SSA453J1",$518,Seiko,Presage,SSA453J1,N/A,N/A,N/A,2023,Unworn,Men's watch/Unisex,40.8 mm,N/A,518.0
8001,"TAG Heuer Carrera Calibre 16
CV2011","$2,588",TAG Heuer,Carrera Calibre 16,CV2011,N/A,N/A,N/A,Unknown,Good,Men's watch/Unisex,41 mm,N/A,2588.0
56047,N/A,Price on request,Rolex,Daytona,116500LN,N/A,N/A,N/A,Unknown,N/A,N/A,40 mm,Unworn,0.0
25965,"Omega Constellation Double Eagle
箱・保証書付き OMEGA オメガ コンステレーション ダブルイーグル ダイヤベゼル 121.17.35.50.05.001 自動巻き ボーイズ_732657 中古","$4,066",Omega,Constellation Double Eagle,121.17.35.50.05.001,Automatic,Steel,Rubber,Unknown,Fair,Men's watch/Unisex,35 mm,N/A,4066.0
6565,"Audemars Piguet Royal Oak Chronograph
26331ST.OO.1220ST.03 White Royal Oak Chronograph","$54,500",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.03,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,41 mm,N/A,54500.0
11969,"Hublot Big Bang
33mm One Click 18K King Gold & Diamonds Watch","$22,008",Hublot,Big Bang,485.OX.1280.RX.1204,Automatic,N/A,N/A,Unknown,New,Women's watch,N/A,N/A,22008.0
12492,"Seiko
Unisex - SUR523P1 - Orologio DA UOMO CLASSIC 3 SFERE AL QUARZO - SUR523P1",$219,Seiko,N/A,SUR523P1,N/A,N/A,N/A,2023,New,Men's watch/Unisex,40.2 mm,N/A,219.0
3280,"Omega Constellation Quartz
123.10.35.60.01.001 with Box but no cards","$2,497",Omega,Constellation Quartz,123.10.35.60.01.001,N/A,N/A,N/A,2019,New,Men's watch/Unisex,35 mm,N/A,2497.0
21363,"Omega Genève
136.0049",$644,Omega,Genève,136.0049,N/A,N/A,N/A,1972,Good,Men's watch/Unisex,35 mm,N/A,644.0
1042,"Vacheron Constantin Overseas
42040/423A-8459","$13,424",Vacheron Constantin,Overseas,42040/423A-8459,Automatic,Steel,N/A,Unknown,Good,Men's watch/Unisex,37 mm,N/A,13424.0
9271,N/A,"$9,480",Rolex,Explorer II,16570,N/A,N/A,N/A,1998,N/A,N/A,40 mm,Very good,9480.0
13859,"Seiko
Business A 27J / 1966",$436,Seiko,N/A,N/A,N/A,N/A,N/A,1966,Very good,Men's watch/Unisex,"36,5 x 44 mm",N/A,436.0
6258,"Richard Mille RM 67
: Ultra Thin",Price on request,Richard Mille,RM 67,RM 67-01,Automatic,Titanium,Rubber,2018,Very good,N/A,N/A,N/A,0.0
6736,"A. Lange & Söhne Datograph
403.032","$70,488",A. Lange & Söhne,Datograph,403.032,N/A,N/A,N/A,2005,Very good,Men's watch/Unisex,39 mm,N/A,70488.0
42413,N/A,"$23,000",Rolex,Daytona,116523,N/A,N/A,N/A,2007,N/A,N/A,40 mm,Very good,23000.0
32206,N/A,"$20,115",Rolex,GMT-Master II,126710BLNR,N/A,Steel,Steel,2022,N/A,N/A,40 mm,Very good,20115.0
9950,"Breitling Galactic 36
A3733053/A717","$6,430",Breitling,Galactic 36,A3733053/A717,N/A,N/A,N/A,2011 (Approximation),Very good,Women's watch,36 mm,N/A,6430.0
12295,"TAG Heuer Formula 1 Quartz
WAZ1119.FT8023","$2,035",TAG Heuer,Formula 1 Quartz,WAZ1119.FT8023,N/A,N/A,N/A,2019,Unworn,Men's watch/Unisex,41 mm,N/A,2035.0
17692,"Omega Constellation Quartz
Full 18K Gold Ref.11801000","$5,130",Omega,Constellation Quartz,N/A,Quartz,Yellow gold,Yellow gold,1999,Very good,Men's watch/Unisex,33 mm,N/A,5130.0
4151,"Jaeger-LeCoultre Reverso Squadra Lady
ジャガー・ルクルト レベルソ スクアドラ ベゼルダイヤQ7031420","$9,437",Jaeger-LeCoultre,Reverso Squadra Lady,Q7031420,Quartz,Yellow gold,N/A,Unknown,Good,Women's watch,42 x 29 mm,N/A,9437.0
2282,"Breitling Chronomat
B01 42 green dial","$7,822",Breitling,Chronomat,AB0134101L1A1,N/A,N/A,N/A,2020,New,Men's watch/Unisex,42 mm,N/A,7822.0
32393,N/A,"$11,500",Rolex,Datejust 41,126300,N/A,N/A,N/A,2022,N/A,N/A,41 mm,New,11500.0
212,"Cartier Ballon Blanc
26mm","$10,094",Cartier,Ballon Blanc,WGBL0004,Quartz,Rose gold,Crocodile skin,2023,Unworn,Women's watch,26 mm,N/A,10094.0
7460,"Breitling Chrono-Matic
Navitimer Chrono-Matic Watch A41360 Black Dial Automatic Stainless Steel Mens","$3,137",Breitling,Chrono-Matic,A41360,Automatic,Steel,N/A,Unknown,Very good,Men's watch/Unisex,N/A,N/A,3137.0
746,"Panerai Luminor 1950 3 Days GMT Automatic
PAM01535 - Luminor GMT Automatic Black Dial 42 mm Men's Watch","$11,510",Panerai,Luminor 1950 3 Days GMT Automatic,PAM01535,Automatic,Steel,Calf skin,Unknown,New,Men's watch/Unisex,42 mm,N/A,11510.0
62999,N/A,"$10,157",Rolex,Datejust 36,126200,N/A,Steel,Steel,2020 (Approximation),N/A,N/A,36 mm,Very good,10157.0
6074,"Ebel Wave
1216217","$1,618",Ebel,Wave,1216217,N/A,N/A,N/A,2022,New,Women's watch,30 mm,N/A,1618.0
55672,N/A,"$15,010",Rolex,Datejust 41,126333,N/A,N/A,N/A,2022,N/A,N/A,41 mm,Very good,15010.0
37257,"Omega Speedmaster Professional Moonwatch
Hesalite 1861","$6,200",Omega,Speedmaster Professional Moonwatch,311.30.42.30.01.005,N/A,N/A,N/A,2022,Unworn,Men's watch/Unisex,42 mm,N/A,6200.0
3403,"Cartier Tank Française
2302 Diamonds Bezel Box Leather + Steel bracelet","$6,345",Cartier,Tank Française,2302,N/A,N/A,N/A,2000 (Approximation),Good,Men's watch/Unisex,28 x 32 mm,N/A,6345.0
11070,"Hublot Big Bang 44 mm
Chronograph 44mm 301.PX.1180.RX.1104","$33,538",Hublot,Big Bang 44 mm,301.PX.1180.RX.1104,Automatic,Rose gold,Rubber,Unknown,Unworn,Men's watch/Unisex,44.5 mm,N/A,33538.0
19152,"Omega Seamaster Planet Ocean
21530442201001 | LIKE NEW 2020","$8,323",Omega,Seamaster Planet Ocean,215.30.44.22.01.001,N/A,N/A,N/A,2020,Very good,Men's watch/Unisex,43.5 mm,N/A,8323.0
5119,"Breitling Aviator 8
Automatic",Price on request,Breitling,Aviator 8,A17315101B1A1,N/A,N/A,N/A,2023 (Approximation),Unworn,Men's watch/Unisex,41 mm,N/A,0.0
12191,"Patek Philippe Golden Ellipse
White Gold Ellipse With Anthracite Dial Ref. 3738/100g","$20,000",Patek Philippe,Golden Ellipse,3738/100G,Automatic,White gold,N/A,2010,Very good,N/A,35 x 30 mm,N/A,20000.0
1956,"Longines Master Collection
L2.739.4.71.6","$4,153",Longines,Master Collection,L2.739.4.71.6,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,44 mm,N/A,4153.0
3764,"Oris Big Crown Pointer Date
01 754 7741 4065-07 8 20 22","$1,582",Oris,Big Crown Pointer Date,01 754 7741 4065-07 8 20 22,N/A,N/A,N/A,2020,Very good,Men's watch/Unisex,40 mm,N/A,1582.0
6731,"Cartier Tank
Cartier Must de Tank","$2,306",Cartier,Tank,Cartier Must de Tank,N/A,N/A,N/A,1990 (Approximation),Good,Men's watch/Unisex,23 x 31 mm,N/A,2306.0
10627,"Omega Seamaster Aqua Terra
231.10.43.22.03.001 - Seamaster Aqua Terra 150M Co-Axial GMT 43 mm Automatic Blue Dial Ste","$6,065",Omega,Seamaster Aqua Terra,231.10.43.22.03.001,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,43 mm,N/A,6065.0
3327,"Hublot Classic Fusion Aerofusion
Moonphase Titanium 42 mm","$18,402",Hublot,Classic Fusion Aerofusion,547.NX.0170.LR,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,42 mm,N/A,18402.0
3840,"Breitling Chronomat
32","$4,866",Breitling,Chronomat,A77310101K1A1,Quartz,Steel,Steel,2023,New,Women's watch,32 mm,N/A,4866.0
25227,"Omega Speedmaster Day Date
3521.80 スピードマスター トリプルカレンダー クロノグラフ 自動巻き メンズ 756667 中古","$1,586",Omega,Speedmaster Day Date,3521.80,Automatic,Steel,Steel,Unknown,Fair,Men's watch/Unisex,39 mm,N/A,1586.0
3528,"Patek Philippe Perpetual Calendar
5327G-001","$99,759",Patek Philippe,Perpetual Calendar,5327G-001,N/A,N/A,N/A,2023,Unworn,Men's watch/Unisex,39 mm,N/A,99759.0
36907,N/A,"$98,370",Rolex,Day-Date 40,228349RBR OGRP,N/A,N/A,N/A,Unknown,N/A,N/A,40 mm,Unworn,98370.0
4529,"Cartier Panthère
de Cartier mittleres Mod Edelstahl Rotgold W3PN0007","$15,839",Cartier,Panthère,W3PN0007,N/A,N/A,N/A,2021,Unworn,Women's watch,27 x 37 mm,N/A,15839.0
7030,"Breitling Emergency
E56321 Titanium 43mm Full Set 2010","$5,914",Breitling,Emergency,E56321,Automatic,Titanium,Titanium,2010,Very good,Men's watch/Unisex,43 mm,N/A,5914.0
1419,"Omega Seamaster Planet Ocean
2208.50.00","$4,150",Omega,Seamaster Planet Ocean,2208.50.00,N/A,N/A,N/A,2010 (Approximation),Very good,Men's watch/Unisex,"44,5 x 42 mm",N/A,4150.0
2318,"Seiko Alpinist
Prospex Black Series Alpinist Limited Edition SPB337J1 / SBDC185 with 1 year warranty",$803,Seiko,Alpinist,SPB337J1,N/A,N/A,N/A,2023 (Approximation),New,Men's watch/Unisex,39.5 mm,N/A,803.0
38897,N/A,"$11,465",Rolex,Datejust 31,278274,N/A,N/A,N/A,Unknown,N/A,N/A,31 mm,Unworn,11465.0
5848,"Cartier 21 Must de Cartier
28mm Silver Dial 1990 1340","$1,142",Cartier,21 Must de Cartier,1340,N/A,N/A,N/A,1990,Very good,Women's watch,28 mm,N/A,1142.0
6854,"Hublot Big Bang
Integral","$58,657",Hublot,Big Bang,451.VX.1130.VX,N/A,N/A,N/A,2023,New,Men's watch/Unisex,42 mm,N/A,58657.0
19475,N/A,"$13,824",Rolex,Datejust 41,126334,N/A,White gold,Steel,2020,N/A,N/A,41 mm,Very good,13824.0
6552,"Panerai Luminor Marina 1950 3 Days
 PAM 00422","$5,500",Panerai,Luminor Marina 1950 3 Days,PAM 00422,N/A,N/A,N/A,2013 (Approximation),Good,Men's watch/Unisex,47 mm,N/A,5500.0
1784,"IWC
43 Spitfire Big","$10,475",IWC,N/A,IW329702,N/A,N/A,N/A,2023 (Approximation),Unworn,Men's watch/Unisex,43 mm,N/A,10475.0
2698,"TAG Heuer Professional Golf Watch
Tiger Woods Golf Swiss Men's Watch",$882,TAG Heuer,Professional Golf Watch,N/A,N/A,N/A,N/A,2000,Very good,Men's watch/Unisex,37 mm,N/A,882.0
5028,"Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Royal Oak Offshore Chronograph 44mm 26400SO.OO.A054CA.01 Box &Paper 2018","$33,657",Audemars Piguet,Royal Oak Offshore Chronograph,26400SO.OO.A054CA.01,N/A,N/A,N/A,2018,Very good,Men's watch/Unisex,44 mm,N/A,33657.0
1609,"Omega Constellation
omega CONSTEllation 195.0045","$1,482",Omega,Constellation,N/A,N/A,N/A,N/A,1970 (Approximation),Good,Men's watch/Unisex,38 x 27 mm,N/A,1482.0
13709,"Cartier Ballon Bleu 36mm
WGBB0011","$27,665",Cartier,Ballon Bleu 36mm,WGBB0011,Automatic,Yellow gold,Yellow gold,Unknown,Unworn,Women's watch,36 mm,N/A,27665.0
7601,"Audemars Piguet Huitième
32 Automatik Kal. 2151 Edelstahl Damenuhr Klassiker","$1,951",Audemars Piguet,Huitième,N/A,N/A,N/A,N/A,1995,Fair,Women's watch,32 mm,N/A,1951.0
15297,"Seiko
Slq025j1","$2,302",Seiko,N/A,N/A,N/A,N/A,N/A,2018 (Approximation),Very good,Men's watch/Unisex,45 mm,N/A,2302.0
8646,"Omega
Vintage Classic Oversize ref. 2687 18kt rose gold Full Set from 50s","$7,044",Omega,N/A,2687,N/A,N/A,N/A,1954 (Approximation),Very good,Men's watch/Unisex,37 mm,N/A,7044.0
12021,"Breitling Superocean Heritage II Chronograph
44","$6,729",Breitling,Superocean Heritage II Chronograph,A13313121B1A1,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,44 mm,N/A,6729.0
9087,"Longines La Grande Classique
De Longines","$1,834",Longines,La Grande Classique,L4.918.4.94.6,N/A,N/A,N/A,2023,Unworn,Men's watch/Unisex,38 mm,N/A,1834.0
5575,"Omega Genève
Pocket Geneve 20 Linhas 18k Ouro Rosé 51mm","$4,032",Omega,Genève,N/A,N/A,N/A,N/A,Unknown,Good,Men's watch/Unisex,51 mm,N/A,4032.0
104,"Tudor Black Bay
Green Harrods 79230G","$5,118",Tudor,Black Bay,79230G,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,41 mm,N/A,5118.0
7422,"Omega De Ville Prestige
PRESTI GEE CO-AXIAL CHRONOMETER 39.5 MM 424.20.40.20.58.001 watch","$7,560",Omega,De Ville Prestige,424.20.40.20.58.001,N/A,N/A,N/A,Unknown,New,N/A,"Approximate total product weight ﻿: 113g


Size between lugs : 20  mm


Vertical length with lugs : 44.8  mm


Thickness : 10.1mm  _


Case : Steel ‑ yellow gold


Case diameter : 39.5  mm


Water resistance : 3 bar (30 meters / 100 feet )


Dial Color: Yellow


Crystal : Domed tempered sapphire glass


Material : Steel ‑ yellow gold


Clasp type : Sliding clasp",N/A,7560.0
9810,"Audemars Piguet Royal Oak Offshore
Pre Owned Royal Oak Offshore Schwarzenegger Legacy 48 mm Black Dial","$32,300",Audemars Piguet,Royal Oak Offshore,N/A,Automatic,Ceramic,Rubber,Unknown,Good,Men's watch/Unisex,48 mm,N/A,32300.0
3771,"Patek Philippe Celestial
Grand Rose Gold Celestial 6102R 2019","$450,000",Patek Philippe,Celestial,6102R,N/A,N/A,N/A,2019,Very good,N/A,"Celestial Grand Rose Gold Celestial 6102R 2019





Brand	Patek Philippe


Model	Celestial


Reference number	6102R-001


Movement	Automatic


Case material	Rose gold


Bracelet material	


Crocodile skin


Year of production	Unknown


Scope of delivery	


Original box, original papers


Gender	Men's watch/Unisex





Caliber


Movement	Automatic


Movement/Caliber	240 LU CL C


Power reserve	48 h


Number of jewels	45


Case


Case material	Rose gold


Case diameter	44 mm


Water resistance	3 ATM


Bezel material	Rose gold


Crystal	Sapphire crystal


Dial	Black


Dial numerals	No numerals


Bracelet/strap


Bracelet material	


Crocodile skin


Bracelet color	Black


Clasp	Fold clasp


Clasp material	Rose Gold",N/A,450000.0
62487,N/A,"$7,945",Rolex,Yacht-Master,169623,N/A,N/A,N/A,2001,N/A,N/A,29 mm,Good,7945.0
11590,"Patek Philippe
6119R-001","$30,950",Patek Philippe,N/A,6119R-001,N/A,N/A,N/A,2022,Very good,Men's watch/Unisex,39 mm,N/A,30950.0
3287,"Breitling
ブライトリング スーパーオーシャン ヘリテージ '57 時計 腕時計 メンズ 自動巻 SS アウターノウン コラボレーション A10370","$2,321",Breitling,N/A,A103703A1Q1W1,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,42 mm,N/A,2321.0
1648,"Longines HydroConquest
Automatic","$1,902",Longines,HydroConquest,L3.781.4.76.6,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,41 mm,N/A,1902.0
12513,"Cartier Roadster
2618 Automatic 42mm DIAMOND Watch","$15,000",Cartier,Roadster,N/A,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,N/A,N/A,15000.0
3289,"Longines Saint-Imier
L27635727 - Saint-Imier Automatic Silver Dial Stainless Steel Men's Watch","$3,197",Longines,Saint-Imier,L27635727,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,38.5 mm,N/A,3197.0
563,Tudor Prince Date,"$3,169",Tudor,Prince Date,N/A,N/A,N/A,N/A,1990 (Approximation),Very good,Men's watch/Unisex,36 mm,N/A,3169.0
1063,"Jaeger-LeCoultre Reverso
Q2608440","$7,131",Jaeger-LeCoultre,Reverso,Q2608440,N/A,N/A,N/A,2023 (Approximation),Unworn,N/A,21 mm,N/A,7131.0
24456,N/A,"$32,146",Rolex,Daytona,116500LN,N/A,N/A,N/A,Unknown,N/A,N/A,40 mm,Very good,32146.0
16591,"Omega De Ville
Quartz Gold Plaque Original Omega sticker on the back / Cal. 1365 / Ref.191 0130",$866,Omega,De Ville,N/A,Quartz,Gold/Steel,Leather,1984,Very good,Men's watch/Unisex,35 mm,N/A,866.0
12568,"Omega Speedmaster Date
Triple Date Automatik Chronograph Herrenuhr","$2,611",Omega,Speedmaster Date,N/A,N/A,N/A,N/A,Unknown,Good,Men's watch/Unisex,N/A,N/A,2611.0
2402,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph \"50th Anniversary\" 41mm",Price on request,Audemars Piguet,Royal Oak Chronograph,26240OR.OO.1320OR.01,Automatic,Rose gold,Rose gold,2022,Unworn,Men's watch/Unisex,41 mm,N/A,0.0
60787,N/A,"$110,000",Rolex,Daytona,116506,N/A,Platinum,Platinum,2017,N/A,N/A,40 mm,Very good,110000.0
9796,"Seiko GS
(セイコー) Grand Seiko Elegance Collection SBGX346 Battery-powered quartz watch","$7,770",Seiko,N/A,N/A,N/A,N/A,N/A,Unknown,New,N/A,N/A,N/A,7770.0
2634,"Jaeger-LeCoultre
Swiss","$3,738",Jaeger-LeCoultre,N/A,N/A,N/A,N/A,N/A,1950,Very good,N/A,36 mm,N/A,3738.0
71247,N/A,"$15,413",Rolex,Datejust 41,126334,N/A,Steel,Steel,2023,N/A,N/A,41 mm,Unworn,15413.0
12469,"TAG Heuer Aquaracer Lady
Ladies Mother of Pearl Dial Steel 27MM WBD1411","$1,095",TAG Heuer,Aquaracer Lady,WBD1411.BA0741,Quartz,Steel,Steel,Unknown,Very good,Women's watch,27 mm,N/A,1095.0
42268,N/A,"$13,364",Rolex,Milgauss,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,40 mm,Very good,13364.0
6368,"Hublot Big Bang 44 mm
Ref 301.CI.8810.NR","$13,802",Hublot,Big Bang 44 mm,301.CI.8810.NR,N/A,N/A,N/A,2013,Very good,Men's watch/Unisex,44 mm,N/A,13802.0
39308,N/A,"$7,937",Rolex,Lady-Datejust,279174,N/A,Steel,Steel,2020,N/A,N/A,28 mm,Very good,7937.0
25550,N/A,"$7,914",Rolex,Datejust 36,16030,N/A,N/A,N/A,1979,N/A,N/A,N/A,Good,7914.0
4388,"Cartier Tank Française
Ref 2300","$3,807",Cartier,Tank Française,2300,N/A,N/A,N/A,2000,Very good,Women's watch,20 x 25 mm,N/A,3807.0
21660,"Omega Seamaster
(Unique Patina) - Vintage 1962",$895,Omega,Seamaster,135.003-62-SC,N/A,N/A,N/A,1962 (Approximation),Good,Men's watch/Unisex,35 x 11 mm,N/A,895.0
18488,"Seiko 5 Sports
SSK001 GMT Series Automatic Black Dial ( NEW ) FREE SHIPPING",$451,Seiko,5 Sports,SSK001K1,N/A,N/A,N/A,2023,New,Men's watch/Unisex,42.5 mm,N/A,451.0
10263,"TAG Heuer Link Lady
WBC1311.BA0600","$1,400",TAG Heuer,Link Lady,WBC1311.BA0600,Quartz,Steel,Steel,Unknown,New,Women's watch,32 mm,N/A,1400.0
18375,"Seiko Presage
SSA455 Presage Limited Edition Steel 40.5 mm Leather Automatic Men's Watch",$595,Seiko,Presage,SSA455J1,N/A,N/A,N/A,2023,New,Men's watch/Unisex,40.5 mm,N/A,595.0
9791,"Omega Seamaster Railmaster
220.10.38.20.01.003","$7,500",Omega,Seamaster Railmaster,220.10.38.20.01.003,N/A,N/A,N/A,2018 (Approximation),New,Men's watch/Unisex,38 mm,N/A,7500.0
17005,N/A,"$6,207",Rolex,Datejust 36,6105,N/A,N/A,N/A,1952,N/A,N/A,36 mm,Good,6207.0
32145,"Omega Seamaster Planet Ocean
600M Automatik Ref 215.33.40.20.01.001","$6,282",Omega,Seamaster Planet Ocean,215.33.40.20.01.001,Automatic,Steel,Crocodile skin,Unknown,Very good,Men's watch/Unisex,40 mm,N/A,6282.0
6756,"Audemars Piguet Royal Oak Lady
77321OR.ZZ.D080CA.01","$27,842",Audemars Piguet,Royal Oak Lady,77321OR.ZZ.D080CA.01,N/A,N/A,N/A,2019 (Approximation),Very good,Women's watch,33 mm,N/A,27842.0
4137,"Audemars Piguet Royal Oak Offshore Chronograph
26470SO.OO.A002CA.01","$51,990",Audemars Piguet,Royal Oak Offshore Chronograph,26470SO.OO.A002CA.01,Automatic,Steel,Rubber,Unknown,Very good,Men's watch/Unisex,42 mm,N/A,51990.0
14686,"Oris Aquis
01 400 7769 4157-07 8 22 09PEB - Aquis Automatic Green Dial Stainless Steel Men's Watch","$3,061",Oris,Aquis,01 400 7769 4157-07 8 22 09PEB,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,41.5 mm,N/A,3061.0
67692,N/A,"$3,965",Rolex,Datejust 31,68240,N/A,N/A,N/A,Unknown,N/A,N/A,29 mm,Good,3965.0
6720,"Panerai Luminor Power Reserve
Pam00171 Luminor Power Reserve Automatic Black Luminor Titanium 44mm","$5,795",Panerai,Luminor Power Reserve,PAM00171,Automatic,Titanium,Titanium,2005,Very good,Men's watch/Unisex,44 mm,N/A,5795.0
8620,"Hublot Classic Fusion
548.CM.1170.CM","$9,431",Hublot,Classic Fusion,548.CM.1170.CM,N/A,N/A,N/A,2017,Very good,Men's watch/Unisex,42 mm,N/A,9431.0
